PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
1.0,0.0,0.0,1.0,0.0,0.2560655219803216,1.0,0.1256957212731477,0.6279491229793311,0.5834923719732833,0.2157671076346701,0.5531567489023546,0.6663224057151804,0.5839927080936701,0.7143201910525618,0.3205542548575273,0.5145383488493906,0.8289216335763943,0.6739540021146008,0.692372267762536,0.3562430680580523,0.42842412378109995,0.1652322978403618,0.31398344790642996,0.6441334831275582,0.27823571347924103,0.7603009430317269,0.7153730327542855,0.3078813660780889,0.33622868132801703,0.15647924921087533,0.4139876428166115,0.46627262346823184,0.3557823255876191,0.35901729110347513,0.4257687276161984,0.6847118783395848,0.12570381546740933,0.5645053891998159,0.29017488058512697,0.7737376490532452,0.38484679387361026,0.5702809137948024
