district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc,form_edu_mean,form_edu_median,ern_reg_mean,ern_self_mean,age_group_age_<18,age_group_age_18-35,age_group_age_35-60,age_group_age_60+,marst_1,marst_2,marst_3,gedu_lvl_1,gedu_lvl_5,gedu_lvl_6,gedu_lvl_7,gedu_lvl_8,gedu_lvl_10,gedu_lvl_12,gedu_lvl_13,tedu_lvl_1,voc_1.0,voc_2.0,voc_3.0,voc_4.0,voc_6.0,voc_typ_3.0,voc_fund_2.0,has_sas_1,has_sas_2,loc_pas_11.0,loc_pas_14.0,loc_pas_16.0,loc_pas_18.0,loc_pas_19.0,loc_pas_24.0,loc_pas_26.0,loc_pas_28.0,loc_pas_99.0,etyp_pas_1.0,etyp_pas_2.0,etyp_pas_5.0,wrkr_pas_1.0,wrkr_pas_2.0,wrkr_pas_3.0,wrkr_pas_4.0,job_pas_1.0,job_pas_4.0,leave_pas_1.0,leave_pas_2.0,ssec_pas_7.0,ssec_pas_8.0,ecoprd_pas_2.0,ecoprd_pas_3.0,etyp_sas_1.0,etyp_sas_2.0,wrkr_sas_1.0,ecoprd_sas_3.0,wrk_365_1.0,dur_pas_2.0,dur_pas_3.0,dur_pas_4.0,dur_pas_5.0,dur_sas_4.0,dur_sas_5.0,eff_pas_1.0,dur_unp_3.0,evr_wrk_1.0,evr_wrk_2.0,acws_11,acws_12,acws_21,acws_31,acws_51,acws_81,acws_91,acws_92,acws_94,acws_95,acws_97,acws_99,marst_4,gedu_lvl_11,loc_pas_10.0,etyp_pas_8.0,dur_sas_3.0,job_sas_1.0,leave_sas_2.0,ssec_sas_8.0,acws_93,hh_size_mean,hh_size_median,hce1_mean,hce1_median,hce2_mean,hce3_mean,hce3_median,hce4_mean,hce4_median,hce5_mean,hce5_median,hce_tot_mean,hce_tot_median,mult_total,relg_2_pct,relg_1_pct,sg_9_pct,sg_3_pct,sg_1_pct,sg_2_pct,distance
Goalpara,Assam,29.98,1006.91,1026.88,89.56,90.73,75.31,36.26,99.12,71.13,23.38,41.77,13.34,64.5,66.79,55.09,6.03,3.23,40.09,3.56,1.38,7.43,19.27,68.11,44.06,96.57,20.44,98.62,4407.01,87.22,16.19,72.71,100,0,7.75,2.13,7.54,38.92,24.28,14.25,35.4,5.35,12.17,15.32,68.26,60.69,64.88,66.94,10.23,13.21,16.77,17.85,0.17,0.17,0.0,15.6,52.01,5.02,16.15,0.607,18.0,3.0,4.6354739306660075,6.0,754.3124395260647,1879.2701420961143,0.419905681,0.2555102035973184,0.2674306155163025,0.0571535,0.4908759463758422,0.4528801874798209,0.056243866,0.2413115046412507,0.2106355610085777,0.1973442561259517,0.2132759373984017,0.045860415,0.04111228,0.008373936,,0.9936660512793496,0.015940731,0.056437992,0.1363950023202767,0.009828035,0.7813982396219478,0.5416926763971076,0.5416926763971076,0.1686207342964902,0.8313792657035098,0.003338136,0.1042664836125052,0.1433944320789207,0.2939907030184008,0.2892452326040644,0.003338136,0.007510791,0.044230235,0.036736775,0.7717534480997372,0.071765474,0.045663849,0.8992853499279155,0.078684605,0.018789046,0.003240999,0.8731298495916379,0.1225557743648486,0.1348205983021567,0.8651794016978432,0.096022219,0.8708873839989162,0.3236104750340041,0.5508994306131313,0.4924029250087319,0.4833932810669537,0.9802645970043886,0.4204226754082649,0.9991264649328662,0.012538127,0.1699385126935045,0.316280699,0.4989898247272022,0.2005542921162107,0.6525714371091073,,0.06051694,0.017295948,0.9827040516586812,0.1998981394535619,0.003791997,0.1108222761949627,0.040757877,0.057339847,0.009170563,0.3555437376894442,0.065396234,0.004945056,0.007105102,0.00375055,0.075171971,,,0.006676271,0.013373158,0.07444835,1.0,1.0,1.0,0.054957224,5.247612812318113,5.0,6924.393598292561,6450.0,1168.4663726827987,435.0675003218275,450.0,8440.963239009858,7500.0,12330.828364345376,11250.0,10258.962835900107,10287.5,135546213.0,0.75,0.0625,0.75,0.0,0.2,0.05,446.9690558
Barpeta,Assam,30.05,1026.78,1007.49,88.87,98.14,63.65,38.66,96.26,58.9,31.66,40.09,14.16,61.53,57.32,47.36,5.48,2.02,35.34,3.6,0.68,12.26,18.37,55.07,43.59,94.86,21.84,99.06,4829.04,82.3,12.66,59.57,97.36,1.38,1.72,1.45,5.45,29.78,19.52,7.45,26.22,6.12,14.56,16.59,75.0,63.45,64.83,70.74,14.04,16.99,17.93,16.65,0.67,0.24,0.0,14.32,46.38,0.66,8.04,0.619,18.0,4.0,5.388564462758226,7.0,833.6118860068732,2513.957813265713,0.3119006908647446,0.3002634075562295,0.2825739886437036,0.1052619129353221,0.4215107979378475,0.5311483539641283,0.037317587,0.2267747700719693,0.1827614033464172,0.1718680183077058,0.2080095573669248,0.083452474,0.042059757,0.033390802,0.012277962,0.99499432,0.01466199,0.086282297,0.1397034181239602,0.067799917,0.6892928341996479,0.9082784526634994,1.0,0.1640206770634532,0.8359793229365468,0.056062587,0.2015706892946293,0.1655427435712731,0.187725296,0.2235680775228453,0.019866617,0.033265758,0.001540028,0.031369794,0.8114957350170535,0.06042954,0.060057554,0.8117806156033817,0.1235433816095443,0.045839656,0.018836347,0.8088131125839488,0.1705583384100376,0.3323877435205069,0.6676122564794932,0.097234384,0.8534610375279555,0.2389446322407752,0.7508693425147869,0.5389488451989668,0.425747001,1.0,0.3710806594977985,1.0,0.016258162,0.1458722784401087,0.3013161760799199,0.5339797410956846,0.081252739,0.6287369716079039,0.3475922905438117,0.4675625433852453,0.019056532,0.980943468,0.2190707041180733,0.01887171,0.057712947,0.046082521,0.070642444,0.005334572,0.2777353134471896,0.1134881504019628,0.02123534,0.003201625,0.009218815,0.062687755,0.010023261,,0.001835594,0.022260732,0.1879958334092977,1.0,1.0,1.0,0.093283672,4.801349677360884,5.0,6758.97473,6500.0,910.4363394,450.99084921909014,415.0,7124.319312575572,5475.0,9892.548718470116,7500.0,9538.467097272282,9396.0,217236214.0,0.7352941176470589,0.2647058823529412,0.9191176470588236,0.044117647,0.014705882,0.022058824,498.2336952
Morigaon,Assam,32.11,1054.51,1069.58,89.48,94.59,62.34,37.56,96.96,62.52,24.45,39.09,11.56,69.12,70.61,56.7,6.04,3.83,39.6,5.51,0.97,6.51,27.02,66.38,41.95,94.77,18.39,98.69,4378.97,82.82,12.32,82.87,98.58,0,5.36,5.94,8.62,43.23,16.1,7.5,30.46,4.34,15.03,14.21,74.11,53.31,64.24,71.77,10.26,14.17,20.05,20.52,0.17,0.17,0.17,29.85,56.93,1.88,15.56,0.574,18.0,5.0,5.2366876656975965,7.0,1132.6626391635316,2010.7783744518115,0.3848833919572456,0.2276828475402665,0.2864660982664549,0.1009676622360329,0.5071008947214282,0.4252535892898421,0.066732872,0.2408832373256741,0.2377505984386883,0.1533890992177722,0.1810023680655449,0.083476349,0.090381968,0.010223859,0.001314782,0.998422261,,0.053251931,0.400197342,0.019776913,0.5211067147009903,,,0.027075451,0.9729245485936184,,0.3529856854000095,0.1549321021096867,0.067677026,0.034046454,0.006540737,0.1661377794545691,0.005450614,0.1139268111799971,0.7009060455486178,0.1446070536697537,0.1416365094790349,0.817266496,0.005264561,0.05693912,0.1205298237837429,0.6060428306045543,0.3816106169604047,0.3939571693954457,0.6060428306045543,0.3786495322822965,0.6196710835788839,,0.7752429077583288,0.9070331425095322,0.092966857,1.0,0.897504454,1.0,,0.057569215,0.118547683,0.8238831016424478,0.092966857,0.9070331425095322,,0.7602445544251349,0.003937308,0.996062692,0.1627104032144298,0.011142234,0.01867415,0.059296828,0.054335524,0.044634021,0.3415318892253331,0.1783963028042234,0.009097374,0.003610418,0.038884036,0.076071924,0.000912644,0.001577739,,0.007193124,,1.0,1.0,1.0,0.001614895,4.700142767555067,4.5,8716.696532,9000.0,421.6887359142228,512.4914299147312,600.0,7728.586306727405,8000.0,7142.448669847599,5000.0,10890.067081923044,11275.0,138890100.0,0.5555555555555556,0.4444444444444444,0.2916666666666667,0.5277777777777778,0.055555556,0.125,574.3311486
Lakhimpur,Assam,28.09,982.98,984.87,97.21,81.22,74.22,36.07,99.9,66.97,42.11,36.33,8.19,79.71,67.05,43.59,10.83,2.97,23.52,5.85,0.14,9.81,30.79,80.34,51.67,97.3,14.87,99.6,5097.62,91.64,22.73,72.41,100,0,3.7,3.9,7.93,38.5,18.23,7.47,34.36,2.28,17.29,12.4,58.71,69.34,65.42,71.48,9.31,9.39,20.75,25.01,0.0,0.0,0.0,27.19,55.81,15.5,39.94,0.64,18.0,8.0,6.7018765707352355,6.0,754.1600474540971,2848.920310936107,0.3157526321225923,0.2584813230145848,0.324494372,0.1012716732939447,0.4308063352566831,0.5442614001524945,0.024932265,0.1200457793211607,0.2021413893426271,0.1870249592513776,0.2507012903840042,0.085018105,0.092876136,0.056720169,0.005472171,1.0,,,0.1683087772470453,0.212961868,0.5044655238865065,,,0.3065942029679253,0.6934057970320747,0.1493457414332086,0.2723708206770646,0.072357464,0.093041916,0.216470039,0.084129732,0.030114505,0.024751888,,0.6917267188525268,0.1745006678424168,0.056826073,0.8521463399461158,0.028563249,0.094197553,,0.8202338877267051,0.1207367128013022,0.18692371,0.81307629,0.1797661122732948,0.8202338877267051,0.4744829016898497,0.4733490237692702,0.6100423664488364,0.3859470734164933,0.992594035,0.5781025992402317,1.0,0.007798808,0.1256209517352127,0.1115246444991428,0.7550555958881414,0.080167644,0.8579480138427846,0.9354172686129052,0.7834048368201666,0.2110026213370679,0.788997379,0.2752012029844761,0.007072811,0.070992121,0.040380696,0.050575141,0.059706506,0.2803160028622166,,0.031519422,0.025528051,,0.048857476,,,0.018637155,0.010772551,0.058374853,1.0,1.0,1.0,0.084686292,4.898797244043718,5.0,9103.997627711877,8830.0,1314.690469666311,545.2036409612541,510.0,8469.310758144136,7930.0,11303.754530413924,10375.0,12611.622395483098,11637.0,148188998.0,0.2,0.8,0.2875,0.55,0.1625,0.0,779.3710614
Dhemaji,Assam,30.64,1027.58,1022.24,95.01,95.25,70.75,21.57,99.64,66.83,43.64,32.04,10.81,74.7,72.55,45.02,14.55,3.8,23.86,1.56,1.25,7.11,28.16,67.01,62.16,96.47,14.6,98.9,5167.61,84.14,16.11,90.79,98.31,0,0.92,2.97,6.78,37.18,18.26,10.07,25.67,3.53,12.05,15.58,57.11,73.06,62.88,59.29,7.81,13.33,15.96,24.09,0.0,0.0,0.0,26.24,62.68,30.55,59.45,0.591,18.0,9.0,8.071843007949584,9.0,1539.542934273041,2645.145576003187,0.2762577690862265,0.3148731237883617,0.3348714315938058,0.073997676,0.4104965869718475,0.5345784310842693,0.046073659,0.1345905622315359,0.089635847,0.1194155744832949,0.2449430969592073,0.129368839,0.1787070539275268,0.077609249,0.023013785,0.9824503341239834,,,0.2781293939045964,0.1396621523641295,0.4688391357968459,,,0.3611476344154976,0.6388523655845023,0.1653144708876263,0.1410273676499766,0.1362847251985365,0.1991934814032796,0.123513496,0.060005513,0.06020271,,,0.5802022858357568,0.2412820137349844,0.083041394,0.809700502,,0.1469810878516887,0.04331841,0.7843686527908592,0.2156313472091408,0.3773643019020721,0.6226356980979278,0.2156313472091408,0.6997340110987501,0.7586076998569703,0.2413923001430296,0.6945483979928212,0.2927973992191938,1.0,0.177968778,1.0,,0.063979243,0.1020254904132194,0.8339952668088194,0.092498004,0.8744985318047162,0.9241215755006064,0.4967917537459183,0.1839632075278991,0.8160367924721008,0.2621205920953185,0.005031172,0.034516434,0.084450928,0.1065988632444741,0.1007057367789263,0.2511383788520463,0.025836113,0.02489485,0.015517422,,0.058752138,0.008851323,0.002715992,0.011543856,0.02969119,0.033003465,1.0,1.0,1.0,0.007738334,3.785795672660353,3.0,9088.850792020616,9045.0,1092.6067117534494,419.42668379887266,405.0,8661.032036184815,7300.0,9263.798191,6600.0,12094.598292327122,11320.0,100413611.0,0.0,1.0,0.078125,0.609375,0.296875,0.015625,848.5322574
Tinsukia,Assam,25.37,1022.82,884.46,95.7,96.84,66.65,40.87,99.31,60.02,25.64,19.82,6.1,74.61,59.23,36.48,16.66,2.95,13.4,2.05,0.5,11.02,17.56,72.2,63.14,93.86,19.2,100.0,5162.8,66.23,26.45,78.76,82.13,6.04,4.87,1.99,16.27,32.82,21.5,9.4,32.15,2.65,17.6,16.9,66.47,66.37,72.84,71.52,13.91,19.47,17.09,19.27,0.0,0.17,0.17,23.13,51.12,15.65,43.7,0.653,18.0,10.0,5.029717009335397,8.0,2383.550983094384,1508.236690474366,0.2938732430933114,0.3329487841895416,0.2869592849602171,0.086218688,0.4010200997255356,0.4967628226971701,0.099947009,0.2727200475024229,0.2542832559967622,0.1034962716902378,0.2026893615306665,0.06506603,0.05344749,0.030503891,0.009153988,0.9933406396065216,0.045021811,0.005036449,0.2461215577381069,0.2950973679366063,0.2430321397950402,0.8387109834137217,0.8598000215395916,0.300826068,0.699173932,0.007062896,0.027132986,0.2402004126962147,0.1659647333414072,0.040076218,0.021387416,0.081550257,0.019507039,0.007905834,0.3560319172441641,0.289530786,0.026754777,0.5957875761475776,0.050566609,0.065932916,0.2877128988138621,0.5043389527779446,0.4940353792248406,0.3846522415984688,0.6153477584015312,0.1334397801766544,0.4757205105221329,0.3118302319115031,0.3021683327131707,0.6216567878503466,0.3783432121496534,0.9736373039213662,0.2371234295707789,0.9994634058960432,0.027808051,0.033619523,0.007698588,0.9261996398180934,0.027210447,0.920996185,0.6598220113058317,0.2336026150570473,0.079228904,0.9207710956662898,0.2439471463858612,0.014803837,0.025622211,0.2300318875572727,0.1056531284777554,0.008412697,0.2275077360389234,0.022212789,0.021428513,0.004837298,0.010434919,0.067561691,0.002270069,0.000876318,0.002096771,0.3028701374641175,0.033116326,1.0,1.0,1.0,0.017546146,4.038485693999804,4.0,7789.393760424327,8000.0,1131.6786192335355,499.9685056539918,450.0,6460.892191433313,7000.0,7215.684212661889,3800.0,10560.752347561223,10935.0,266315738.0,0.00625,0.975,0.1125,0.75,0.04375,0.09375,891.3097836
Dibrugarh,Assam,24.03,1002.19,979.12,94.38,98.06,75.28,44.74,99.49,58.82,33.65,23.02,4.81,79.83,64.64,43.62,24.32,2.98,10.65,4.52,0.53,8.73,28.91,76.47,75.64,94.09,28.04,99.59,5124.7,71.64,27.74,85.45,87.17,7.59,5.8,2.49,5.63,27.33,20.64,8.43,31.96,2.0,20.29,20.88,58.7,66.44,70.79,64.33,15.39,19.2,18.07,21.39,0.0,0.21,0.54,27.85,57.74,19.04,51.86,0.678,18.0,11.0,6.134971950477894,9.0,2947.5041476017477,1458.2704592933037,0.3046635033323279,0.2829291331199272,0.3068367524227905,0.1055706111249542,0.4149194553895376,0.4937999624269205,0.090868227,0.2076372554467217,0.1776237768072775,0.1242851342418165,0.2699779929209447,0.079575443,0.066500381,0.048056686,0.006864303,0.994466267,0.076897275,0.016379809,0.1479586956515294,0.3556076286062679,0.2885243704025896,0.535630258,0.6061841100239341,0.2652669722322796,0.7347330277677204,0.019308205,0.028883864,0.2782558818603771,0.1085023507812761,0.065994332,0.025302221,0.059921758,0.052344938,0.004160698,0.3468955846935335,0.2324386383769332,0.041878289,0.5750668685071006,0.090207194,0.034722112,0.3000038259876231,0.4965371973279719,0.503462803,0.3483055266022337,0.6516944733977663,0.1578632037064221,0.4880070817900575,0.248995935,0.2882462985482377,0.6403424895165934,0.3596575104834065,0.998235597,0.1699787538740188,1.0,0.01539159,0.02024299,0.036030453,0.9280855789135096,0.048886747,0.9106318225071972,0.2182582538772705,0.3350012590887719,0.1363473792207793,0.8636526207792207,0.1767430919221445,0.014292031,0.014236964,0.2610569254529166,0.080735634,0.017176054,0.2481828564866509,0.03506884,0.028101997,0.015623734,0.000790875,0.065032028,0.000412355,0.002683751,0.00731337,0.3332584846752995,0.01203564,1.0,1.0,1.0,0.039056085,4.349390200361835,4.0,8461.27512,8500.0,1260.0852661348877,495.4573993972778,380.0,8065.413631517984,7800.0,5184.164574,3500.0,11320.99160542551,10682.5,316497400.0,0.057291667,0.9166666666666666,0.1822916666666666,0.6875,0.083333333,0.046875,854.95028
Golaghat,Assam,24.3,1001.77,1145.17,96.37,93.7,73.14,33.12,98.73,69.34,27.86,20.74,9.5,70.56,61.62,35.66,13.19,3.06,13.04,5.61,0.16,10.9,25.33,63.31,65.74,97.7,26.15,100.0,5186.26,81.38,22.56,75.9,95.51,2.21,7.95,4.11,4.42,26.28,19.19,5.35,25.5,2.43,25.14,16.04,51.18,75.14,77.15,74.69,11.62,14.4,20.48,21.96,0.17,0.17,0.17,21.55,51.97,10.41,38.21,0.609,18.0,14.0,7.157296332069403,9.0,2879.1891327476337,2042.5256017898569,0.2362479821566035,0.3599610851309413,0.3035111149529857,0.1002798177594694,0.3951904139985349,0.53790127,0.066908316,0.1655634456345804,0.132196837,0.1704469020046235,0.2735617500562111,0.069486593,0.083008143,0.050180306,0.053469067,0.990876301,0.002738827,0.3105945243282001,0.089026694,0.04017747,0.5551252460926099,1.0,1.0,0.1549554278504122,0.8450445721495877,0.1244291903683091,0.080915824,0.165717922,0.1041547261438129,0.032521915,0.032254847,0.1109088831645997,0.1134779422501097,0.050205401,0.6657012825493844,0.14917743,0.070680067,0.7849534624735209,0.061475582,0.049667861,0.103903095,0.6670617247340652,0.3329382752659347,0.2850168369400073,0.7149831630599928,0.2721004885682953,0.6940353637666186,0.1012583896752081,0.794405934,0.3210099509432422,0.6789900490567577,1.0,0.6253778275724349,0.9936435726967812,0.007851036,0.007907382,0.073416815,0.910824767,0.045029551,0.9549704485542836,0.034719108,0.1463588537556153,0.034032292,0.965967708,0.2653392862256029,0.025983993,0.030376993,0.1047691032058418,0.094134082,0.036836722,0.185155572,0.079004356,0.020320052,0.026029294,0.006759093,0.07466824,,,,0.100114165,,1.0,1.0,1.0,0.04990632,3.970473709551585,4.0,8798.566363235095,7600.0,810.0624851421662,390.9723187614345,400.0,10341.07869554919,9500.0,10922.68486206623,9000.0,11771.632348142906,10279.0,186252757.0,0.1538461538461538,0.8461538461538461,0.2115384615384615,0.5,0.1826923076923076,0.1057692307692307,716.3674052
Dima Hasao,Assam,27.7,959.26,908.29,95.87,50.15,83.79,48.18,99.4,61.87,42.36,16.49,5.41,79.06,65.48,44.91,10.21,3.98,27.04,3.11,0.0,9.72,18.29,66.62,46.88,96.81,17.64,99.18,4825.28,84.61,19.7,63.77,98.1,0.01,7.03,2.74,8.65,30.59,23.61,11.33,21.69,12.46,10.02,16.2,53.82,73.09,60.49,70.87,9.84,13.25,17.05,23.48,0.0,0.0,0.0,21.32,55.22,23.91,57.24,0.699,18.0,16.0,5.498948507422135,7.0,422.5064986677092,2820.0698153927488,0.3940985654940819,0.2660793217166889,0.276325388,0.063496725,0.521968361,0.420851006,0.040223672,0.1171255982169035,0.204530973,0.2544038635055365,0.2160144705346131,0.07148053,0.06721935,0.010861825,,1.0,0.032475721,0.4299948665483287,0.05499616,,0.4825332523445806,0.3226860084518044,1.0,0.2268921225580674,0.7731078774419325,,0.2700131416686518,0.0640701,,0.4288549421747089,,,,,0.8627193164952418,0.1116163134991359,0.02566437,0.9801870254476488,0.008110184,,0.011702791,0.6639753979691204,0.3360246020308796,0.3360246020308796,0.6639753979691204,0.3360246020308796,0.6639753979691204,,0.9202575554902288,0.8116351902255915,0.1883648097744085,1.0,0.4086185796862857,1.0,,,0.014460554,0.9855394456786316,,1.0,,,0.1195148723058999,0.880485128,0.2454318736118887,,0.2192696117760916,0.010319169,0.020390395,0.00489408,0.2802883157131514,0.02541768,0.013064029,,0.032347587,0.1037510805487313,0.016956961,,,,,1.0,1.0,1.0,0.041239129,4.879228116070165,5.0,8175.106955818634,7750.0,1762.6484172914463,641.6835061143789,575.0,7804.737623683844,7500.0,4565.8874037159285,3000.0,11610.339890513438,11283.0,63983195.0,0.0,0.5,0.03125,0.0,0.9375,0.03125,572.5848565
Cachar,Assam,30.89,1012.38,991.36,81.73,43.79,57.64,42.96,98.57,57.87,25.83,29.86,8.47,57.82,47.95,38.15,6.87,1.02,22.92,6.11,0.64,15.64,23.63,82.2,32.69,90.04,12.04,98.18,3799.16,74.91,12.49,82.09,98.55,0,4.21,2.06,2.71,28.67,30.67,12.53,38.21,3.26,19.67,9.12,79.08,61.78,57.36,57.62,13.12,14.44,16.99,15.42,0.18,0.0,0.18,33.16,51.0,2.48,14.62,0.601,18.0,17.0,6.080871351454136,8.0,1412.6510338019846,2102.9480812809834,0.3053332130212354,0.323906526,0.27328301,0.097477251,0.4356271280580162,0.496796639,0.066538637,0.1418036387557846,0.1643675937933212,0.2185892236978923,0.2901768211881892,0.059134151,0.052431899,0.041970641,0.003795405,0.998404386,0.059603582,0.3066061302338558,0.099169817,0.1505581287412451,0.3805387944801458,0.8817287926283136,1.0,0.1084585760219585,0.8915414239780414,0.038237507,0.1213847653108156,0.1642708454721489,0.1545221923388247,0.1198555271734632,0.0413151,0.1000412454732245,0.065277719,0.016339212,0.6234325272500277,0.1103273468715356,0.069879439,0.6531716149567969,0.097873841,0.035899832,0.2130547120528779,0.6787518540103437,0.301333977,0.2632786811497214,0.7367213188502786,0.098751595,0.6841310597015039,0.3317302455674096,0.5412289073248853,0.8319691958524577,0.1546152457188728,0.9901491612451164,0.4770342805455339,0.9987231902881604,0.000516797,0.023748581,0.038254798,0.9355797254656248,0.041980507,0.9346991923951102,0.9341556901291136,0.061381723,0.1599451530627933,0.8400548469372067,0.1665686281837101,0.015008271,0.035000351,0.086580601,0.089814649,0.027207757,0.2133696532663218,0.072573058,0.065694696,0.004775897,0.003245343,0.1001302215804881,0.001037595,8.74266246880721e-05,0.041877729,0.1658441520561389,0.004477629,0.4354099191279744,1.0,0.4354099191279744,0.1172379147548735,4.742332572849639,4.0,10560.628804838238,9750.0,641.8611861992772,555.8790114,500.0,10206.749257591386,10500.0,3400.238239,1625.0,12892.361489423987,12296.0,349034878.0,0.25,0.7198275862068966,0.4870689655172414,0.2629310344827586,0.017241379,0.2327586206896551,520.5374983
Karimganj,Assam,32.25,999.79,884.74,87.07,62.25,61.45,39.61,98.69,64.44,19.58,27.67,9.91,59.77,64.25,54.86,6.07,2.31,34.0,9.46,1.93,8.6,31.01,84.46,42.78,94.19,11.4,99.54,4287.29,69.79,6.99,75.9,95.02,0,7.63,2.29,5.28,29.09,48.03,30.54,52.88,1.04,17.77,6.55,75.82,64.11,52.01,60.64,11.45,15.18,16.52,17.16,0.0,0.0,0.48,43.01,54.2,1.44,6.96,0.565,18.0,18.0,5.4817607404263695,8.0,593.1327293869466,2340.0579696727427,0.389385781,0.2296138068295698,0.2756638642086295,0.1053365481957626,0.4699807022054346,0.4891303779468567,0.031520731,0.1442547139664098,0.2277736954504984,0.2166568763919749,0.2608111479060802,0.058707354,0.033896629,0.027281344,,0.9996253143317488,0.032652959,0.4646925687839435,0.032386051,0.1217166579629021,0.3334004580315574,0.7506228791249588,0.9203668866676789,0.2071458726315092,0.7928541273684908,0.012879762,0.1838407842060923,0.089837825,0.185840348,0.1996480378277626,0.048052849,0.048778068,0.015185381,0.056947273,0.6880160669425918,0.1835487437439835,0.041303747,0.8494530490005127,0.075710412,0.015860829,0.05897571,0.7669333354092475,0.1716921893188444,0.165845615,0.834154385,0.062144154,0.7693570873150809,0.3304391275635324,0.2604905438091716,0.5592504275786606,0.4316622529768661,0.9782979080424008,0.20298388,0.9878279311656316,0.001976603,0.017316823,0.014978743,0.9642314499578564,0.015103513,0.9550951442261074,0.5683532410553525,0.2171011405947119,0.094774849,0.9052251512362663,0.2245404628797826,0.010690905,0.064472836,0.048245776,0.067423035,0.008547537,0.3059602377635314,0.011100836,0.059953819,0.001931548,,0.08756066,0.009368188,0.000374686,0.026570598,0.071850442,0.005142108,0.7769783110843792,1.0,1.0,0.1080248096261751,4.774364205685627,5.0,9532.995763672878,9250.0,1053.153573,582.4319466525525,577.5,9899.984615227158,10250.0,6565.235168105749,2500.0,12540.781148548183,12169.0,342364496.0,0.4456521739130434,0.5489130434782609,0.5760869565217391,0.1413043478260869,0.0,0.2826086956521739,465.8084509
Hailakandi,Assam,33.68,1054.08,950.71,91.22,41.18,60.0,35.23,97.59,53.63,25.31,32.94,10.36,56.06,66.84,49.47,4.09,4.31,24.99,12.8,2.23,8.6,26.13,94.72,43.13,96.22,8.27,100.0,5090.26,75.06,12.78,76.88,100,0,5.1,4.93,1.57,42.86,22.21,8.21,42.44,1.98,25.74,10.91,77.51,59.45,61.36,58.14,14.23,18.88,21.8,24.4,0.0,0.0,0.0,45.14,58.27,3.13,10.05,0.551,18.0,19.0,6.275753688388961,8.0,801.5072329278887,2105.251506549331,0.4621290908990013,0.163077592,0.3428334365735307,0.03195988,0.5413312736973954,0.443948971,0.014719755,0.1267310983493245,0.1563608196821241,0.1777240391710945,0.3318842816541696,0.1125016120028777,0.033461519,0.01010727,,0.9944696210829884,0.050755733,0.4987143541835832,0.015865776,0.094323324,0.2886446054144529,0.5751777106267019,0.9590450595773042,0.2073431738475261,0.7926568261524739,0.064166713,0.2872662394484339,0.055631491,0.1604854733514346,0.065253307,,0.1578340140477794,,0.049244231,0.5094187768324725,0.3388307490909204,0.024880677,0.8298941918106459,0.043236011,,0.1268697970499951,0.5258623811952979,0.4521669043157139,0.4001284901277608,0.5998715098722393,,0.5478330956842861,0.1808826424251629,0.236528788,0.4903850012349239,0.509614999,1.0,0.1827743959768202,1.0,,0.012892975,0.046884491,0.9402225341009308,,1.0,1.0,1.0,0.016749744,0.9832502561240132,0.2672292519644407,0.009763961,0.055874833,0.077042501,0.04391194,0.000220018,0.4331582980260048,0.00475959,0.013008801,0.00449469,,0.034111513,,0.005530379,0.1277718511679092,0.1268697970499951,,1.0,1.0,1.0,0.056424602,4.533238226605828,4.5,7133.044708931359,6500.0,1742.6637128244106,505.94086511340186,575.0,9294.494219024176,8500.0,2834.4972195620544,1300.0,10392.36803135027,10168.5,62489796.0,0.46875,0.53125,0.5,0.09375,0.0,0.40625,488.2693589
