district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc,form_edu_mean,form_edu_median,ern_reg_mean,ern_self_mean,age_group_age_<18,age_group_age_18-35,age_group_age_35-60,age_group_age_60+,marst_1,marst_2,marst_3,gedu_lvl_1,gedu_lvl_5,gedu_lvl_6,gedu_lvl_7,gedu_lvl_8,gedu_lvl_10,gedu_lvl_12,gedu_lvl_13,tedu_lvl_1,voc_1.0,voc_2.0,voc_3.0,voc_4.0,voc_6.0,voc_typ_3.0,voc_fund_2.0,has_sas_1,has_sas_2,loc_pas_11.0,loc_pas_14.0,loc_pas_16.0,loc_pas_18.0,loc_pas_19.0,loc_pas_24.0,loc_pas_26.0,loc_pas_28.0,loc_pas_99.0,etyp_pas_1.0,etyp_pas_2.0,etyp_pas_5.0,wrkr_pas_1.0,wrkr_pas_2.0,wrkr_pas_3.0,wrkr_pas_4.0,job_pas_1.0,job_pas_4.0,leave_pas_1.0,leave_pas_2.0,ssec_pas_7.0,ssec_pas_8.0,ecoprd_pas_2.0,ecoprd_pas_3.0,etyp_sas_1.0,etyp_sas_2.0,wrkr_sas_1.0,ecoprd_sas_3.0,wrk_365_1.0,dur_pas_2.0,dur_pas_3.0,dur_pas_4.0,dur_pas_5.0,dur_sas_4.0,dur_sas_5.0,eff_pas_1.0,dur_unp_3.0,evr_wrk_1.0,evr_wrk_2.0,acws_11,acws_12,acws_21,acws_31,acws_51,acws_81,acws_91,acws_92,acws_94,acws_95,acws_97,acws_99,marst_4,gedu_lvl_11,loc_pas_10.0,etyp_pas_8.0,dur_sas_3.0,job_sas_1.0,leave_sas_2.0,ssec_sas_8.0,acws_93,hh_size_mean,hh_size_median,hce1_mean,hce1_median,hce2_mean,hce3_mean,hce3_median,hce4_mean,hce4_median,hce5_mean,hce5_median,hce_tot_mean,hce_tot_median,mult_total,relg_2_pct,relg_1_pct,sg_9_pct,sg_3_pct,sg_1_pct,sg_2_pct,distance
Salem,Tamil Nadu,20.09,1057.14,900.12,99.52,97.64,64.51,84.48,95.74,67.49,51.29,23.68,8.86,98.6,68.97,64.13,55.95,3.96,1.07,2.05,0.55,5.6,41.68,86.77,85.04,89.31,50.75,100.0,3964.95,63.72,43.04,81.84,84.5,15.5,0.72,1.55,6.73,23.62,10.06,4.32,20.77,6.34,10.12,40.27,52.97,51.33,46.33,40.89,18.03,22.74,26.64,33.99,15.6,14.55,1.7,6.46,23.49,0.24,24.14,0.894,33.0,7.0,6.819693296426509,8.0,2778.936895894563,2792.514560474009,0.2508253494990088,0.2358501048370818,0.3512339048555584,0.1620906408083509,0.3581254775453287,0.5236717314503466,0.1092342588792975,0.2833060588491409,0.092789103,0.1261253506441345,0.1611875645533682,0.079894313,0.098288722,0.099198433,0.028741672,0.9294758450602508,0.010248167,0.020070349,0.008637466,0.3104169214944243,0.6362334666036124,0.714912327,0.6823420628523724,0.040733844,0.9592661557274084,0.01170838,0.021345782,0.152415722,0.088109002,0.001014856,0.1052042766343544,0.3415400965606857,0.089823945,0.038932434,0.6753739928076945,0.079430048,0.091990283,0.5868337573137563,0.1820944010021259,0.030177198,0.2008946435584944,0.781202091,0.1757275916905511,0.2415297535974382,0.7584702464025617,0.015204112,0.7782981466101637,,0.871008468,0.2918084113289743,0.2317751612508046,0.4277161462611019,0.8188426416193363,1.0,0.010379214,0.054785747,0.047651004,0.8859464182683888,0.077131317,0.899796057,0.3921682003941986,0.6061297052319804,0.1814107966022592,0.8185892033977408,0.058654495,0.031120175,0.019841564,0.1200461667606593,0.1364552421179846,0.027247115,0.2230257287683047,0.1585551390129367,0.090333264,0.011921233,0.011835292,0.054865379,0.008968532,0.030468783,0.000969204,0.088838508,0.016659864,1.0,1.0,1.0,0.003636048,3.4359762484590934,4.0,9527.039406,9500.0,152.40537756896924,513.2686362899738,500.0,9138.500936317898,8000.0,8124.986373655985,5000.0,11631.380623658491,11304.0,710080414.0,0.007352941,0.9375,0.003676471,0.7169117647058824,0.007352941,0.2720588235294117,161.8614709
Namakkal,Tamil Nadu,17.3,1142.4,1130.43,99.24,99.45,75.23,89.66,95.71,68.76,55.66,14.24,6.52,97.77,65.15,62.33,55.29,4.13,0.0,1.91,0.6,6.51,32.93,85.47,97.83,96.33,71.04,100.0,3435.49,59.81,53.72,84.38,91.03,8.97,3.99,0.0,12.85,25.21,10.33,4.26,15.67,6.27,9.44,43.23,58.27,67.92,51.93,50.34,19.74,24.03,25.58,31.45,1.74,0.98,0.0,6.58,19.8,0.06,27.06,0.917,33.0,8.0,6.767891943974535,8.0,3662.423387839483,1592.539985894903,0.2214703718296389,0.2322440300280089,0.3492594414986928,0.1970261566436593,0.3212028165170684,0.5467402868376373,0.1262433356123809,0.2751805472878139,0.066040005,0.1738170895070846,0.1761689319685332,0.074022021,0.073247708,0.108383909,0.028881715,0.9302939774104771,0.003606248,0.03164833,0.003126546,0.4062028868882991,0.5328691432249036,0.1308609526917286,,0.084001118,0.9159988823384172,0.047454068,0.060529854,0.1600296286024903,0.096238714,0.000354312,0.019816244,0.4506215806265464,0.079622182,0.009079342,0.6924616691954675,0.083473723,0.1308013191006528,0.6785914342590522,0.1683314013709209,0.040040365,0.1130367988973458,0.8249511104902395,0.1484415988200383,0.1871822757442054,0.8128177242557946,0.010472383,0.8363482287228485,,0.5732772356262783,0.3050361716579132,0.098713718,0.4234024394553206,0.051248371,0.9995068855232092,0.009306775,0.034363561,0.068370573,0.8879590910836447,0.002170267,0.9963190340005704,0.3743715756571696,0.5246456538929182,0.2613621164864461,0.738637884,0.064075797,0.04165946,0.02268204,0.1734586188576289,0.1036711464232141,0.022696496,0.1908777757669435,0.1616273742338629,0.1105982591019564,0.013386029,0.00169124,0.058666154,0.005813561,0.020678372,0.007306435,0.039827704,,0.9632938945150872,1.0,1.0,,3.225408338445591,3.0,8419.472005517777,9300.0,184.8336234367645,520.6505688452387,500.0,6102.421020986602,5500.0,4989.925861367147,4250.0,10049.414488620576,11060.5,431797145.0,0.027777778,0.9583333333333334,0.0,0.6736111111111112,0.0,0.3263888888888889,193.8498558
Erode,Tamil Nadu,18.18,1112.41,807.1,99.6,98.9,67.64,95.9,97.58,77.67,57.8,13.7,14.79,98.66,70.59,67.43,61.34,3.63,0.42,1.76,0.16,4.94,51.51,96.38,93.93,97.54,51.34,100.0,2400.98,51.43,48.49,97.22,92.25,7.75,1.53,0.0,19.06,19.39,20.86,11.17,26.87,2.79,11.36,37.05,58.45,46.46,55.43,64.15,16.59,16.1,29.51,36.07,15.07,8.69,0.67,11.12,26.19,0.12,23.54,0.894,33.0,9.0,6.672811447143464,8.0,2850.861583816199,3360.699564163991,0.2193741232517801,0.2112160635714969,0.3775099079191393,0.1918999052575836,0.3322522648788556,0.5289925822754912,0.1260062107250715,0.2551234216297238,0.1035543962963927,0.1721443526097852,0.1266431114273735,0.085919617,0.1147949329070665,0.07398981,0.028003693,0.9526395584599808,0.083237667,0.010377998,0.003342846,0.1272692390766187,0.7757722504008017,0.092663791,0.8528381880146219,0.087675504,0.912324496,0.072656668,0.1062096911970348,0.096658786,0.1103245291613613,,0.07959564,0.3676011841828817,0.02812966,,0.7424467837969372,0.1017907694031589,0.034215079,0.684765568,0.071459316,0.084535739,0.1592393770847686,0.8455213741676719,0.1182298081596466,0.1901075692242273,0.8098924307757727,0.1050723930664767,0.7854269258888708,,0.8490807889318118,0.2879367318160816,0.1991298645476622,0.5613075475163294,0.6750771763572398,0.9727402036048202,0.022797941,0.013412481,0.006474888,0.95731469,,0.8783148586387481,0.9584992578184982,0.7058897190899557,0.2626845629152747,0.7373154370847252,0.07846773,0.07610868,0.050435558,0.1460116204874577,0.1669654457983515,0.004946965,0.2225041805557796,0.1431819915772292,0.048531281,0.014848451,0.001695082,0.040351273,0.012748942,0.030223486,0.000153988,0.034047396,,0.9245326829847724,0.8571998735155371,0.8571998735155371,,2.9749219587754614,3.0,9502.131188720488,10305.0,240.39933623169009,570.4024103590137,530.0,8770.457649399126,10000.0,13598.53322211376,5660.0,12177.086588764536,13269.0,441461871.0,0.076388889,0.9027777777777778,0.0,0.8194444444444444,0.006944444,0.1736111111111111,166.4701026
The Nilgiris,Tamil Nadu,19.72,1092.59,1035.36,98.61,96.43,83.58,81.47,98.37,74.54,63.38,11.08,4.53,96.67,77.91,74.65,68.86,4.46,0.15,0.96,0.11,6.0,35.25,88.9,92.46,94.1,76.37,99.42,3437.97,62.2,42.29,98.03,92.14,7.86,1.33,0.0,18.79,26.66,17.26,7.74,23.23,8.54,10.81,39.49,62.2,45.85,44.17,37.73,13.62,15.01,34.24,32.88,23.22,12.27,1.2,6.75,21.48,1.07,25.87,0.935,33.0,10.0,7.463505961352996,9.0,3057.8531295721273,1834.876861125569,0.2572304513046524,0.2133392460349549,0.3647866780644024,0.1646436245959902,0.3513447372310847,0.5639189539917316,0.084736309,0.1991923495495487,0.1133997098244057,0.1528930078654984,0.1695272873515132,0.097451202,0.131118331,0.083533684,0.019400553,0.962599946,0.091564682,0.005483572,,0.071495813,0.8314559327860496,0.2397221172840396,0.6750064452871541,0.07860945,0.9213905495184684,0.031733768,0.1323547316849829,0.2915677364678148,0.035990546,,0.1186160626330166,0.2881801018614818,0.041227345,0.001730894,0.6658396265541807,0.020791412,0.005848592,0.4683205342192262,0.1863585552728549,0.1178295436729576,0.2274913668349613,0.8930537555541443,0.064307077,0.1638584287022165,0.8361415712977834,0.086292195,0.7411637785050628,,1.0,0.3865604342086955,0.101067255,0.2415890005523245,0.1974607132365997,1.0,0.009822184,0.064250787,0.1018130428129601,0.808809651,,1.0,1.0,,0.2242831374052197,0.7757168625947803,0.028032632,0.057077252,0.010685255,0.1504856724803493,0.1173159148409048,0.02689477,0.2267857557675837,0.1919313195348542,0.097753936,0.00779079,,0.057653115,,0.033483875,,0.2108897475773337,,1.0,1.0,1.0,,3.4510546800216733,3.0,10204.075535600874,10635.0,235.69720996449476,720.5817160105635,750.0,9263.353456265617,10000.0,19642.97189640954,15000.0,13569.11209616698,13558.0,162422485.0,0.1964285714285714,0.75,0.0,0.6785714285714286,0.1428571428571428,0.1785714285714285,199.5199473
Dindigul,Tamil Nadu,24.37,1065.81,815.79,98.79,99.47,61.04,76.3,81.61,71.92,50.06,20.46,8.64,98.86,74.17,71.39,62.22,6.91,0.76,1.08,0.29,6.28,29.8,84.84,96.21,87.38,63.59,99.05,2828.33,74.55,33.29,96.39,98.52,1.48,2.32,0.37,20.69,27.09,21.11,8.17,28.41,2.18,12.94,38.48,71.55,50.21,42.61,41.44,22.13,25.13,25.67,34.17,5.78,2.08,0.66,6.53,27.71,0.09,26.03,0.837,33.0,11.0,6.444719456,8.0,1848.032002891894,1609.1388161580996,0.2647566047012566,0.2735356214255225,0.2765239514565641,0.1851838224166567,0.3584534602933306,0.5520687571193629,0.082409415,0.2416798712819684,0.1260952932864411,0.1041567698699612,0.1957355879776731,0.1272063736052967,0.088036245,0.05641024,0.023497302,0.9743840570501664,0.018697855,0.019721634,0.3718488707577881,0.091426703,0.4983049372324042,0.5102385807347621,1.0,0.021668135,0.9783318645059949,0.004974359,0.028737753,0.1140393556661631,0.1098260846090865,0.046555064,0.094263839,0.3292291756359704,0.046958104,0.010288359,0.698598489,0.030386439,0.12002813,0.6411270537310307,0.1454097023978708,0.047726451,0.1563364664039506,0.8374441869286374,0.076181384,0.1764762285138899,0.8235237714861101,0.088985022,0.8269383331556244,0.025653636,0.9743463642559104,0.419669133,0.1892642740732081,0.5162740938378914,,1.0,0.026842534,0.039144156,0.076713845,0.8572994643546061,0.1892702567029521,0.6703406316831819,0.8647688386786032,0.2731378983575532,0.3302497391946178,0.6697502608053822,0.091557365,0.011514101,0.026039686,0.097703813,0.1072866629867247,0.011062312,0.188992691,0.2066961658030035,0.097313036,0.009720757,0.001324151,0.092622481,0.007068368,0.018695499,0.006481652,0.052503846,0.027569746,1.0,1.0,1.0,0.001782887,3.324760504991904,4.0,9415.259297,10000.0,89.10154880826613,225.7040582,150.0,5654.511823958499,6000.0,2886.232006,2460.0,10441.77737611354,11049.0,403715304.0,0.026041667,0.8697916666666666,0.078125,0.6302083333333334,0.0,0.2916666666666667,283.2728433
Karur,Tamil Nadu,19.12,1154.12,839.07,98.69,99.36,63.56,72.46,94.23,74.6,51.21,13.29,3.32,97.87,65.81,63.48,58.27,3.91,0.0,0.88,0.43,7.52,30.31,77.63,95.7,82.7,46.43,97.33,2586.46,56.79,47.78,84.04,97.69,2.31,5.63,0.68,13.32,33.61,18.42,8.69,36.28,2.37,17.88,34.71,53.26,73.15,65.04,60.68,23.4,28.91,24.11,29.08,12.12,5.78,0.21,5.86,25.53,0.35,28.97,0.869,33.0,12.0,8.346590095915829,9.0,3188.5759581884754,2294.620702604561,0.1896823916614859,0.2152309119465057,0.4086007722126011,0.1864859241794073,0.3128685009276676,0.6015549865026745,0.083336589,0.1646383345927818,0.1141173077756184,0.099073922,0.1422305738490927,0.1132915735539185,0.134609398,0.1567970544558176,0.031296849,0.9218321790616076,0.1563902375178291,,,0.051913694,0.7578338324303628,1.0,0.971971528,0.1299112936078799,0.870088706,0.027593196,0.1451719812893987,0.095189877,0.004558257,0.010457174,0.060214605,0.3469762994778252,0.071475565,,0.6397554808368631,0.1646000697725478,0.069177177,0.5442026556845551,0.2568093764150269,0.07077761,0.1282103582049633,0.8119092880463186,0.066856396,0.4686905708759837,0.5313094291240162,0.054254203,0.8237217329809845,,0.8209730968463849,0.1241736591796048,0.2841424834523269,0.2945573141698783,0.8775483112267709,1.0,0.013510603,,0.059767741,0.9049965932537992,,0.9675083421948236,,,0.3051369651173026,0.6948630348826974,0.1134746431915749,0.040119422,0.070298636,0.1822623281333379,0.1001599002243218,0.009853027,0.1868755701058419,0.1294922849308226,0.070160409,0.018451878,0.001235819,0.059426432,0.002239923,0.043944987,0.002625042,0.1156693923935744,,1.0,1.0,1.0,,3.091708652,3.0,9513.895148651833,9450.0,268.9379668803969,284.22772487290325,275.0,5571.628015634608,5450.0,2915.3312362204724,1250.0,10774.311504057838,10738.5,200548418.0,0.022727273,0.9659090909090908,0.0,0.9431818181818182,0.0,0.056818182,253.5536462
Tiruchirappalli,Tamil Nadu,21.48,1122.99,918.84,98.98,98.08,67.12,71.15,94.17,67.75,57.09,13.48,4.51,96.46,68.12,61.51,49.57,6.81,1.08,2.6,0.56,11.09,27.98,87.84,90.51,92.23,66.21,98.84,2593.29,65.31,41.03,89.43,100,0.01,5.22,1.4,12.4,27.55,20.88,8.6,27.37,3.08,16.65,33.5,62.46,82.34,62.37,64.69,22.72,26.48,21.4,28.93,11.18,5.38,2.15,3.51,19.78,0.43,25.72,0.886,33.0,13.0,8.259154097706313,8.0,2362.2703377665744,1851.1178984453252,0.2448690535644775,0.2406547465727659,0.3678272419266462,0.1466489579361104,0.3840214123920349,0.5144568522947965,0.092858438,0.115903898,0.1229269595632077,0.153393436,0.192506775,0.1042923218775628,0.1334398035054329,0.083098559,0.036023179,0.905944583,0.1185465777130567,,0.002828058,0.033967585,0.8272990401284376,1.0,1.0,0.1309869650738321,0.8690130349261678,0.027451949,0.025732444,0.06799291,0.096508408,0.004195953,0.1114143649258023,0.3250185921565547,0.051071436,,0.7183680727544548,0.137819299,0.019293469,0.4988424609773733,0.3530953527920806,0.093777167,0.054285019,0.8610343252562436,0.038116648,0.3333990567048538,0.6666009432951462,0.053383793,0.8429728125027249,,0.6436959609666345,0.1621270843101404,,0.1062447921432747,0.2234823284733354,1.0,0.000789938,0.050265758,0.056336557,0.8889589137394693,0.038227642,0.8955333230000875,0.079471032,0.1024431282383573,0.1898212069043745,0.8101787930956255,0.076700769,0.051831401,0.029034742,0.1493651408356333,0.079920107,0.030938954,0.2473692857093044,0.1579764483956194,0.030336592,0.015807125,0.001619631,0.054846108,0.008663297,0.058415069,,0.031944118,0.054601552,1.0,1.0,1.0,,3.179156552870116,3.0,9596.904178420304,9000.0,144.0857694422215,276.41568020354606,250.0,5880.565039372225,6100.0,2529.959942773041,1400.0,10718.336305970908,10341.5,496236747.0,0.053571429,0.8214285714285714,0.0,0.8571428571428571,0.0,0.1428571428571428,268.3289781
Perambalur,Tamil Nadu,22.57,1209.51,886.87,99.07,100.0,57.38,75.13,92.69,75.53,48.97,21.36,7.65,97.76,63.1,58.85,48.74,7.69,0.55,0.85,0.0,11.39,30.19,83.32,92.19,94.09,57.27,99.35,3707.46,69.54,50.3,93.96,100,0.01,4.28,0.0,12.62,29.12,15.85,4.23,22.26,2.94,18.0,32.88,46.35,69.23,66.06,61.55,21.02,23.24,19.79,26.1,17.23,10.32,3.3,5.49,20.33,0.22,29.05,0.879,33.0,14.0,7.379864468889969,8.0,1629.0111648839866,2757.3007564382065,0.206625075,0.2221671780697753,0.4027373290346307,0.1684704182310239,0.3261371958986216,0.5945848507168112,0.058462922,0.1241238079993741,0.1446740437795251,0.17884001,0.1993872252786432,0.1379320143421082,0.1218350460973978,0.064727628,0.013575019,0.9580491511671664,0.077180907,,,0.01132953,0.9001600338944037,1.0,1.0,0.1704140008768055,0.8295859991231945,0.2165642199798243,0.047323305,0.029885067,0.021463125,,,0.2392593154042282,0.1701532102387757,,0.7619823843221345,0.1836444323741796,0.003843859,0.3150315547388069,0.6305952619575073,0.003843859,0.050529324,0.9214680680360394,,0.129349635,0.8706503652831259,,0.9214680680360394,,0.8098519171476093,0.2890581537712964,,0.027891192,0.3712901943880463,1.0,0.002967522,0.002967522,0.009795986,0.9842689694039736,,1.0,,,0.1913896171818926,0.8086103828181074,0.1179853930771428,0.1202367115721275,0.055348902,0.092639061,0.1668295662507153,0.005503533,0.2434394405573111,0.099154396,0.034350776,0.029337197,,0.018328069,0.020815032,0.014905206,0.1623523071675212,0.013188982,,1.0,1.0,1.0,,3.249258832175325,3.0,7858.933220364027,7900.0,369.35102473835775,323.92286377638067,250.0,4195.028622308232,4500.0,3663.863252156376,1450.0,9207.199807096204,9092.5,98320512.0,0.0,1.0,0.0,0.9375,0.0,0.0625,236.8111001
Ariyalur,Tamil Nadu,22.39,1143.08,807.24,98.22,93.19,54.64,46.69,81.57,71.13,50.7,12.4,11.54,97.95,61.41,60.15,49.57,8.28,0.0,0.85,0.12,6.97,31.44,86.85,91.43,88.44,70.8,100.0,4663.79,72.05,57.27,90.75,95.86,4.14,5.59,0.0,11.66,25.33,15.06,4.37,20.07,1.6,15.55,33.3,49.19,61.99,62.42,58.79,22.01,24.7,20.63,27.53,5.59,4.34,0.42,8.7,20.74,0.07,28.07,0.792,33.0,15.0,6.862040087034632,7.0,1012.6142610443682,2890.871180800434,0.2838058515953701,0.1710118659421039,0.3657786386725623,0.1794036437899637,0.3907282590174707,0.4874514495100871,0.1184008136617094,0.2343024404832591,0.089286734,0.1740568585256874,0.1679792942959127,0.096228678,0.1122306922887041,0.049953229,0.007169368,0.9142428480803116,0.1324365686979302,,,0.020644005,0.8071334361762862,1.0,1.0,0.2290439382567229,0.7709560617432771,0.3032184945361225,0.007347032,0.1726523891227287,0.087411151,0.1989296611516192,0.00191077,0.052505345,0.003606552,,0.7423316047685772,0.1907528449707518,0.021676152,0.4130656738257991,0.4131470558550043,0.1590726135481391,0.014714657,0.9362338813080776,0.017871315,0.130964723,0.869035277,0.026493929,0.9072933309568992,0.002457431,0.8082512034401128,0.1757964392967362,,0.1270886435561688,0.9679613501790127,1.0,0.000404089,0.003533048,0.044301262,0.951761601,,0.9634462210574588,0.2034144964150736,0.2034144964150736,0.2372075607843455,0.7627924392156545,0.1204865160617415,0.07988245,0.027981415,0.063483889,0.1755799627031869,0.011086852,0.2385962339086672,0.1263499081956607,0.049812608,,,0.065158261,0.003419478,0.068792705,0.1288964954689501,0.031863461,0.036553779,1.0,1.0,1.0,,3.398100405324338,3.0,7895.531415406037,8500.0,385.6717216415163,370.7623904091304,380.0,6082.908110024069,6500.0,4165.639025197246,2000.0,9506.036075591728,9872.0,202356958.0,0.0,0.9625,0.0,0.7375,0.0,0.2625,240.2881753
Cuddalore,Tamil Nadu,22.92,1061.53,819.12,99.16,99.49,61.32,75.61,88.1,64.4,50.13,12.64,4.94,99.12,65.33,63.45,58.09,2.71,0.36,1.83,0.0,9.19,24.03,75.08,82.22,88.08,52.58,98.29,3803.49,72.5,51.36,77.26,97.23,2.77,3.35,1.57,23.17,20.22,13.93,3.96,17.98,1.57,14.76,35.13,55.16,64.79,58.57,55.62,20.53,20.68,20.11,26.97,7.05,4.57,0.61,7.54,24.42,0.57,32.63,0.849,33.0,16.0,7.134719544238995,8.0,1197.7491304400776,1915.299357,0.3143866041107623,0.2280403328753547,0.3446721825510623,0.1129008804628207,0.4244132034053658,0.487399059,0.08479262,0.2259662755893224,0.081984723,0.1373783060517812,0.2390418264198033,0.117094407,0.067926953,0.058632276,0.031214775,0.9334649908646228,0.012254501,0.003404787,0.079727726,0.095363659,0.8061640550219447,0.691266878,0.9182740836254376,0.2013510392885548,0.7986489607114452,0.028872782,0.054858334,0.2534405903090128,0.1000405251886796,0.1434771270841169,0.030939475,0.1502768625329448,0.021392029,0.082987039,0.8286851854185454,0.083252213,0.061817712,0.8084933457036346,0.078794562,0.028815245,0.083039849,0.8712299837329249,0.066762772,0.1263237161626958,0.8736762838373041,0.029657218,0.8804942480919434,,0.8905590297106277,0.3052996242865986,0.012834047,0.3218906837640717,0.7573555842400828,1.0,0.007177739,0.008827179,0.029077737,0.9535651074038968,0.019508635,0.95890468,0.5578720509668389,0.2938179484719542,0.1915825565453718,0.8084174434546282,0.116550925,0.010579126,0.042056419,0.061091515,0.1647273292222273,0.027967145,0.2889358071334149,0.1011072181500266,0.052450612,0.015567771,0.004893162,0.058379787,0.003395118,0.040760459,0.010482387,0.018131832,0.021586685,1.0,1.0,1.0,0.042945095,3.568545953378926,4.0,6417.660819727118,6000.0,340.6668218016582,552.6280849295455,400.0,8000.855186728874,7500.0,4918.616758440758,3000.0,8387.586070752668,8358.5,643658784.0,0.025,0.9666666666666668,0.008333333,0.7125,0.0,0.2791666666666667,200.402345
Nagapattinam,Tamil Nadu,20.82,1148.26,799.16,98.97,100.0,69.57,59.03,93.31,70.85,53.73,6.29,5.16,96.18,65.86,61.93,53.89,5.82,0.14,1.77,0.15,8.51,20.9,70.42,93.13,93.02,61.34,100.0,4654.92,69.03,49.43,94.6,86.37,13.63,5.7,2.47,14.35,32.28,12.47,4.7,24.33,0.84,19.44,31.86,45.61,60.91,62.64,58.84,19.42,19.91,24.46,32.05,15.73,10.97,2.19,10.36,24.88,0.26,34.34,0.807,33.0,17.0,6.844470109294516,7.0,4191.973229358119,2094.5520149734507,0.1942092551105272,0.1755056703480543,0.3946106433105167,0.2356744312309017,0.2871074479901521,0.5426955078447055,0.1647929529177932,0.2892680897449044,0.061748868,0.1891410985706963,0.1429582046922483,0.092836755,0.051489157,0.1021420569630832,0.022549995,0.9026933207576068,0.077175247,0.068528989,0.014855139,0.1857868585408213,0.4632642344538802,1.0,0.9545329838362226,0.4362969655774584,0.5637030344225415,0.006364955,0.032610273,0.2208963850597517,0.007813941,,0.035043455,0.275256361,0.041106322,0.032612204,0.4508312837178198,0.2509886822515279,0.1712135922007617,0.6112058164175296,0.1372523750796935,0.06047009,0.1910717184628677,0.6916677280637081,0.3083322719362918,0.4119505968052581,0.5880494031947419,0.2621266810868392,0.6814623772198874,0.2268945016168576,0.3521660644694401,0.225615697,0.3680304312286148,0.4492255002283341,0.080798249,0.9325649250700808,0.067248974,0.041647948,,0.8911030778008339,0.025651845,0.8257430468444187,0.112003439,,0.2180629383614402,0.7819370616385598,0.1668254978519866,0.022064441,0.046926886,0.160801659,0.073399158,0.015737386,0.1483238104779814,0.1039274226733098,0.029715818,0.043882067,0.036706972,0.051114267,0.005404091,0.047865774,0.045184873,0.005186536,0.026980566,1.0,0.9856181392996444,1.0,,3.287721366735825,3.5,8582.589572294073,8480.0,282.54218551175614,923.0082535612938,455.0,9157.528885,7512.5,6608.193990229639,4075.0,11102.044815752222,11368.5,126160328.0,0.1785714285714285,0.8035714285714286,0.0,0.7678571428571429,0.0,0.2321428571428571,279.9902737
Thiruvarur,Tamil Nadu,19.62,1130.88,900.93,98.6,100.0,71.02,58.94,94.58,75.24,57.47,9.1,2.74,98.41,70.2,66.73,59.04,4.27,0.3,1.63,0.0,9.6,26.2,78.38,92.33,86.8,65.45,97.22,4590.47,62.73,60.63,97.05,91.92,8.08,4.3,0.67,18.72,19.75,18.37,6.77,21.5,2.99,15.43,37.15,58.91,45.04,58.2,48.99,26.52,25.92,23.79,31.02,17.7,10.39,0.73,11.53,24.28,0.35,32.22,0.841,33.0,18.0,7.244937193454259,8.0,1430.5859558268503,1585.9430887573292,0.2534548272415996,0.2389324872950171,0.3336227034827633,0.1739899819806199,0.3590655612625738,0.5296886320778017,0.096398497,0.2187121182086103,0.096005251,0.1456166217613714,0.2050870105090241,0.1151927340846066,0.079387848,0.072276341,0.021752652,0.9352772042408232,0.05571389,0.1301736009792589,0.05773327,0.2568737520193823,0.40418121,0.6505584843329912,0.9326476426736984,0.3141139173072083,0.6858860826927916,0.00848147,0.060289512,0.1593277769435979,0.046147284,0.005412667,0.040806374,0.2163174832310063,0.1043088080317892,0.010959788,0.7346374631325806,0.1298491048875414,0.037116366,0.5446949496621297,0.2396274467747357,0.1753177305778152,0.040359873,0.8474572038415934,0.1046863296051753,0.2394287994263971,0.7605712005736028,0.066067796,0.8317595963136495,,0.7499448524378877,0.6172101537566662,0.1527296017008157,0.3476915358240592,0.7027642049797718,0.9635796631586376,0.037285874,0.046867412,0.097031014,0.8076856595909238,0.028215308,0.8682503333478425,0.3187278407344266,0.2831786633262626,0.2889825905088184,0.7110174094911815,0.085331774,0.046508152,0.035316653,0.083907311,0.1148830276691282,0.010187196,0.2060248514791544,0.1558877678000868,0.021148005,0.022427749,0.029038371,0.080839624,0.01484731,0.045969424,0.034847994,0.020177262,0.030939406,0.9980709890047348,0.9928008641398528,1.0,0.004464706,3.374912713133071,4.0,11510.063493672926,10766.5,288.88798869477904,818.2856688818051,512.5,11465.678196442776,10950.0,26720.320254619255,11450.0,15799.492761210802,14512.5,451978074.0,0.086956522,0.875,0.010869565,0.6684782608695652,0.0,0.3206521739130434,278.0623407
