ind_dist_vanilla,ind_dist_pca_3,ind_dist_pca_opt
6.37456563446113,1.2495995371747768,2.8261462350201114
6.0042623874104715,1.1800794917522914,3.0055174157311164
5.40570779826354,0.9052095336855592,2.0736078072643442
6.281753982833917,1.3760184371967599,2.2795259554542344
6.209667993138679,1.4012719293975244,2.2371015792167626
5.544640095548287,1.0970848826827886,2.1782912264463934
6.140102825216818,1.2390518990003527,2.218164630521596
6.123143511050163,1.30017260006955,2.1959307434113886
6.121841619503206,1.3424524474347939,2.160202140079314
6.011836274816433,1.2889330923575364,2.1869616732058574
6.368325060773892,1.4008065001257435,2.186072407625159
6.4888959564858855,1.4184955784777848,2.267374829711074
6.231848329497709,1.4024531794048454,2.1339530546734613
5.901692725027936,1.296553624678137,2.094544300825297
6.132418312536684,1.1231607962850825,2.2054243340008948
5.944278933722136,1.077037015450239,2.1521087235305507
5.932822561698978,1.0859034004474666,2.1153467045468766
5.738274050849028,1.0120152404706217,2.089155777258211
6.371599059475717,1.2377411845800168,2.1797163985439223
5.991110990487426,1.126501422491379,2.1779306444012194
6.173439050581634,1.2328253422272841,2.106117298417861
5.991437580053386,1.127470515963264,2.080386147427498
6.492349149737524,1.194831873804329,2.1979596165886526
5.794975252046088,1.0864247835160799,2.008501019983404
6.114580020481795,1.1495901363184118,2.209526263676451
6.060334896858471,1.1306873583987385,2.0940329672071374
6.011847256668947,1.14532925333244,2.0410658467478386
5.899394311759661,1.1233334289385872,2.1096687492579504
6.127861650532176,1.1347043411556672,2.134499149246565
6.081021403242849,1.079418714531319,2.2219310371892322
6.277404000901989,1.155916921848234,2.3033989379783866
6.491539685823553,1.2123488312026067,2.296824942739886
6.339460517195683,1.1658834292953002,2.257618910461949
6.332404420684673,1.233706978649923,2.1192685113527805
6.148063762558783,1.2266281767919471,2.080205809695426
6.065168539498272,1.20206771037757,2.1664843361427293
6.078450341050325,1.2249100859084066,2.196396561409187
5.917447179786264,1.1982197223878739,2.189049688064584
6.013645393867274,1.236096911770579,2.079236233404552
6.535460491343755,1.322772116373026,2.2277271149718727
6.25266972079947,1.2086231508777674,2.2342738192674174
6.562607113019538,1.3064662213072784,2.354465957115266
6.499724263209042,1.2547614584831361,2.234911345000848
6.230047895695787,1.1331194041425967,2.2040675822999876
6.284904604810328,1.2509271179366872,2.2100787526838626
5.9962351898569,1.0920161149401928,2.172992747193455
5.478106014898427,0.8627890791436598,2.2353284302726837
5.74810275498548,0.9793499326497543,2.2608463534965395
6.199643148424701,1.2086962076603391,2.136486410700576
6.640834975946147,1.2876911637585169,2.208290453658576
6.308588212946376,1.2353063202735428,2.1523594690453973
6.605984058821699,1.2523097110933108,2.270491483005462
6.155671705209003,1.2646409904037057,2.1574399146359178
6.16628501008404,1.2618466402855772,2.0668855469813683
6.337680094534204,1.2346114498621013,2.131525759915832
5.849848218032985,1.172552051569298,2.09291803505771
6.226552023253518,1.2518596680884817,2.168073981485249
6.615756212874758,1.3304196957529568,2.037320438595233
6.738590552064832,1.308784257261751,2.315939927897799
6.948293958650117,1.414949676771425,2.2229920944406114
6.855263708417377,1.3919600571396258,2.243126023688115
6.7332316820561475,1.3790544992006546,2.231177395589554
6.966428770895238,1.4098663069392845,2.224031002537545
6.93735758928982,1.3226068494774117,2.265827332400999
7.016237847358785,1.4049080425905005,2.2071570992481075
6.934013030363085,1.3842691709666584,2.22150693093278
6.82908421262707,1.4165925359811151,2.1643181035671737
6.84336059644148,1.3687084318235578,2.3070783730105577
6.591384521614768,1.3466092800303593,2.187461963059166
6.410986172673965,1.271774974408285,2.0878929113385234
6.534734096139141,1.2708616156316053,2.153772780319103
6.425795680175975,1.2463511547762849,2.119865697242106
6.6600063179231395,1.3416273068801876,2.141901605470453
6.439283088122136,1.275226116004449,2.0989834313293327
6.359343623121672,1.2519637260558083,2.308486509741919
6.548159660553133,1.3046488831304202,2.1956769103728138
6.6907607184290185,1.3544125718475772,2.1016625325015617
6.7291854784326475,1.2995373060398638,2.2748172893389524
6.862269178991445,1.381884488090901,2.242849905392712
6.565205386117348,1.2919592109411029,2.246285763075648
6.847345778424759,1.3830614326641202,2.191314988625963
6.795548679166335,1.3585909216614274,2.1627290571353988
6.613752309019454,1.3341760826934135,2.1890720531204235
6.214585106383178,1.1805419732032147,2.1184482000897384
6.381103825615272,1.2836212515881729,2.11665913216441
6.477916912669435,1.2746594029379235,2.15559841745373
6.7768246241185475,1.337551431992081,2.3249206765810384
6.360819413435833,1.2980313680229871,2.082344766093249
6.399931281221441,1.2601897184705972,2.1866702233548874
6.585396400833794,1.3124282948767676,2.177684193082539
6.834644829065055,1.3746773838296373,2.2154085791242957
6.748838171463344,1.3567862939371225,2.1913786610897925
6.69147256042997,1.3408338192544595,2.3347104740652265
5.069308016660044,0.7726145400442355,2.0805910321807164
6.25113996537181,1.2511992890847394,2.2441624252652863
6.3617434985429915,1.3239296346343155,2.1843776270157105
6.138225822674414,1.31475054910257,2.1870961314639463
6.153338125606364,1.214694421685258,2.2321686293653573
6.002260517486481,1.2786574415765042,2.1206501117347827
6.085895079204399,1.3236394615671734,2.1135622542015122
6.236593305943677,1.3510654778580362,2.129158325357886
5.918818059383146,1.3098709841993699,2.0917425734314765
6.038854375838268,1.2944476354596686,2.149117629249631
5.997974214188921,1.1242869012190295,2.49686790268918
6.7398764779135005,1.4212250539115157,2.2954513921828856
5.823408692674915,1.2311565667658104,2.1286994112686886
6.556093689535415,1.3593251868898677,2.2293594163499484
6.5246603933200635,1.3224719569362848,2.2764593714129027
6.119746739598737,1.3171025990056358,2.0869632604721056
6.2372426129026355,1.2669777809208949,2.1809231637699833
5.523511608665176,1.1099931290920613,2.0771443053291514
6.6025569329941245,1.4268240147293063,2.29103718942213
5.9734620072528175,1.2301426275321954,2.003216705417588
5.876679246975382,1.1734567433652514,2.1764678032492273
6.4319444359556055,1.3563255528483755,2.2212119745100027
6.151361808537089,1.2711482124499969,2.200541947674688
5.359727526440416,0.9906507805894151,1.9962389789472683
5.596456829218275,0.9856285573153308,2.1153323101960244
5.942646887295275,1.1915409490554953,2.173005040460478
6.399474803729091,1.2118951948348047,2.210146794252381
6.164411655362225,1.1554147653482476,2.3085166174163745
6.211745897433045,1.2093826789836781,2.2720198354369856
5.927445291198968,1.0787934363654341,2.3432794964102985
6.001069725265351,1.2228195766942818,2.1684592937579006
6.038174488503716,1.2127815289921045,2.2418601331962043
6.423537140975869,1.3057592658196575,2.25263969661725
6.808130049270132,1.4472814597741401,2.330277100175146
6.514417541686703,1.3837517613668733,2.365809423009617
6.031161795727474,1.1525900664722266,2.281218934737213
5.633952211134505,1.1740658757707583,2.1694368340761385
5.9051797255119896,1.2131537874960916,2.192596535944745
5.62730063814749,1.0823398262629098,2.1618462872696913
6.2631094270370475,1.3649415244873284,2.2327128498175957
5.5336742783323505,1.0011268264389848,2.187116951300736
6.2577602645205275,1.1916943623382186,2.290376682912201
5.978725822964731,1.1711540899049837,2.1953158459602444
5.959394677673455,1.1972038895339652,2.218202178027872
6.476301160406545,1.3065398283892053,2.2246868711645535
6.0909416874308535,1.252755919619839,2.232434266831358
5.6511167090752235,1.1119673481047228,2.1257582943381554
6.246567666134384,1.2597384451057427,2.283899836020773
6.159280131362937,1.2284833913436526,2.2654492969886677
5.631525810269385,1.0270785571154497,2.1789042423631364
5.600205887884078,0.9333113969045591,2.0978877991521934
5.608524307442117,1.0116687367449733,2.0186417317209338
5.723289787494797,1.0465738963675215,1.9960412139564994
5.658198965568813,0.9752657412048154,2.0931605169009857
5.975311741870094,1.181125075791427,2.0845556769098517
5.7847363148845306,1.1153375880140255,2.0287648731159917
5.73309327256108,1.0835866595410544,2.0021032612510874
5.663851240661823,1.0537676913163947,2.0292539035127986
5.739370923692665,1.1411324842354222,1.987209189653968
6.133793271395776,1.2432391113177097,2.080749157810164
6.078596249131849,1.1900531393695468,2.050621114705533
5.8978231747734675,1.1589049832940472,2.0552071297275534
5.83268823873727,1.0020263546076762,2.1770246442895895
5.577947002608638,0.9750160660341627,2.1190336152295077
5.587613844260877,0.9307356245398803,2.1014959591359874
5.583249049113644,0.9256285426674891,2.098135961276436
5.408331634114764,0.8160114757340868,2.27955284608491
6.594804267691584,1.1396307523915266,2.214451585785026
5.4829399386933115,0.7743391045070174,2.354644401038434
5.651690689165143,1.0061640794090991,2.1164953344525186
5.751362710015421,1.1251080200012804,1.9889247180244738
5.968436167669685,1.1855559360915888,2.0253182356889403
5.703667555732097,1.1377973591811954,2.0696978460010356
6.167704371632803,1.2881570663431479,2.3580008794693477
5.838433779689434,1.171382704357181,2.102616413256733
5.733840613822153,1.1814652305769588,2.0928459609161765
5.8395343179093295,1.150556725943919,2.0948429157222694
5.652711946314325,1.0774619912485897,2.0523525589694342
5.453068696285186,1.0977831499971846,2.014602063224369
5.196561916572904,0.9893852644436555,1.9258121327942737
5.552890892497754,1.0971376299935482,1.9821614271730212
5.282444834594159,1.0012434550755942,1.9587393801528499
6.0261678898162305,1.1716053728300775,2.280692274509885
6.267389055869283,1.075803554411596,2.184813046816459
6.20397003532898,1.0132394269570246,2.2234646475957764
6.327721302456379,1.0830430778623934,2.262561981818471
6.056246986047317,1.0514081377658808,2.159112011559659
6.063486990054389,1.0440589857059996,2.1258697808756044
6.113202075472395,1.0091839429463683,2.12190184641083
6.298570352869114,1.0662234720763757,2.176768243091256
5.93935355363159,0.9270494118507192,2.341280288082088
6.3490583912487235,1.0241334529172736,2.2930059312406557
6.033723046582164,0.9784196316422609,2.131853150042695
6.125161792030356,1.0340905946976018,2.161564701312269
6.175254585498772,0.9973080795232385,2.245137875081877
6.143357687864814,0.9551950574826564,2.223511106289692
6.1173942369105,1.0459214283379894,2.1143466495064533
6.330669043975125,1.12997824278656,2.184453114143397
6.848280632710587,1.2842566635986028,2.407678620002292
6.200935335964977,1.1463379967165408,2.212739893532691
6.214768282365332,1.1436272454756193,2.197802997538072
5.783773910138962,1.0233753229661189,2.044767147434457
5.8547441219604,0.99653984465706,2.135462976076816
6.552059201100416,1.348606866327887,2.091561515836403
6.588357235280704,1.3493687417797626,2.1899729650593716
6.390399032838728,1.3171712480198188,2.111892537697439
6.375316223268197,1.3129669634501266,2.1018769146268204
6.73107159877858,1.406737793961841,2.176971096691592
6.720646697958306,1.3747871043267883,2.1867289861173993
6.801650683979337,1.416942392535157,2.1815345987511767
6.987383666619898,1.478574012694123,2.2589217851743966
6.088459801584571,1.1616701100989073,2.103496665686614
6.214374207511319,1.2506405405465904,2.1964726831887598
6.273266486734299,1.3016378221114102,2.0268658263237156
5.76057166977494,1.1380271601658383,2.149087392906922
6.5199548453488125,1.349262370652627,2.1683727914574025
6.776797734003106,1.4164229714123686,2.158274571390012
6.276288990779103,1.2696157642652404,2.0907535632069445
6.070895449904301,1.2322775170460287,2.06594537685822
6.91138620323376,1.4662162525533335,2.203200886943763
6.716567151314501,1.4150665289532334,2.134397481236777
6.053630163396278,1.1789492779071562,2.1503309362581327
6.577683221194894,1.3060906598906115,2.2357620782484897
6.567991300530187,1.3431752095927667,2.141559509590173
