1_cluster_scores,2_cluster_scores,3_cluster_scores,4_cluster_scores,5_cluster_scores,6_cluster_scores,7_cluster_scores,8_cluster_scores,9_cluster_scores,10_cluster_scores,11_cluster_scores,12_cluster_scores,13_cluster_scores,14_cluster_scores,15_cluster_scores,16_cluster_scores,17_cluster_scores,18_cluster_scores,19_cluster_scores,20_cluster_scores,21_cluster_scores,22_cluster_scores,23_cluster_scores,24_cluster_scores,25_cluster_scores,26_cluster_scores,27_cluster_scores,28_cluster_scores,29_cluster_scores,30_cluster_scores,31_cluster_scores,32_cluster_scores,33_cluster_scores,34_cluster_scores,35_cluster_scores,36_cluster_scores
0.0,0.6,1.0,0.8271735878623125,0.8584230540116778,0.5079072586011257,0.8061934295393365,0.5816372003811567,0.44561124138952257,0.7652618546726622,0.7152081192705759,0.4707555223393693,1.0,0.4,0.6,0.8496720270487255,0.8149781089611974,0.2492748415669508,0.7986278697733327,0.5415809052065848,0.5310274988225734,0.6758252690012898,0.811558507788403,0.2181610604048943,0.3,0.4,0.6,0.7710551382386337,0.440902003467442,0.863314842023656,0.4961457042594709,0.4719901354826951,0.07428737888497858,0.7701505877034829,0.2078572214332192,0.8863602377646587
1.0,0.6,1.0,0.48274232696659103,0.7189419348978192,0.8250765798546355,0.34504138790405775,0.9088564577483661,0.19113439859970688,0.3875176636666736,0.7083402784630997,0.5812160001060885,0.0,0.4,0.39999999999999997,0.5621363864942097,0.4678998410369915,0.2492748415669508,0.22041922134900072,0.368789157515291,0.5310274988225734,0.22795458406853605,0.26984342420521,0.429730022236609,0.3,0.4,0.4,0.0,0.3948868526459081,0.4804269252441768,0.4961457042594709,0.5624476942038273,0.6496526178686154,0.17610712882866741,0.341693864577301,0.20231491548228792
1.0,0.6,1.0,0.6871011821691495,0.7189419348978192,0.8250765798546355,0.5358170047481867,0.9088564577483661,0.7766906668966089,0.5378597770377644,0.7083402784630997,0.8883323131551867,0.0,0.4,0.39999999999999997,0.18258280386750295,0.4678998410369915,0.9096079479911162,0.4003684240392018,0.368789157515291,0.987713371805779,0.42640421416932506,0.26984342420521,0.8847712384372819,0.7,0.4,0.4,0.0,0.3948868526459081,0.4804269252441768,0.4961457042594709,0.3804844579565655,0.6496526178686154,0.36639687241505914,0.341693864577301,0.20231491548228792
1.0,0.6,1.0,0.6871011821691495,0.7189419348978192,0.8817271055754181,0.34504138790405775,0.3598349356189698,0.7083286676409539,0.5378597770377644,0.5429514565806681,0.5812160001060885,0.0,0.4,0.39999999999999997,0.18258280386750295,0.4678998410369915,0.2492748415669508,0.4003684240392018,0.368789157515291,0.5310274988225734,0.42640421416932506,0.26984342420521,0.429730022236609,0.7,0.4,0.4,0.6542187722773747,0.3948868526459081,0.3634054263032125,0.4551656616888593,0.3804844579565655,0.48777677902057065,0.17610712882866741,0.341693864577301,0.5216482325038524
0.0,0.6,1.0,0.06713918650670478,0.7189419348978192,0.8817271055754181,0.07974870544156924,0.9088564577483661,0.7083286676409539,0.247046168333793,0.7083402784630997,0.5812160001060885,0.0,0.4,0.39999999999999997,0.027405514345449734,0.8149781089611974,0.2492748415669508,0.11235428696977041,0.9835468091358781,0.5310274988225734,0.03686127990952892,0.6937266984519757,0.429730022236609,0.7,0.4,0.4,0.0,0.3948868526459081,0.3634054263032125,0.4551656616888593,0.365444854554794,0.48777677902057065,0.17610712882866741,0.2628009015929063,0.5216482325038524
0.0,0.6,1.0,0.06713918650670478,0.8584230540116778,0.8817271055754181,0.07974870544156924,0.3598349356189698,0.7083286676409539,0.247046168333793,0.5429514565806681,0.5812160001060885,0.0,0.4,0.39999999999999997,0.027405514345449734,0.4678998410369915,0.9096079479911162,0.22041922134900072,0.368789157515291,0.987713371805779,0.2384211992328141,0.26984342420521,0.8847712384372819,0.7,0.4,0.4,0.09469105845465847,0.440902003467442,0.3634054263032125,0.4961457042594709,0.5774769798545802,0.48777677902057065,0.17610712882866741,0.5061233352544869,0.5216482325038524
0.0,0.4,1.0,0.48274232696659103,0.3500371969311823,0.8817271055754181,0.35922706544819333,0.3003711458384393,0.7083286676409539,0.3875176636666736,0.4158124783718734,0.5812160001060885,0.0,0.4,0.39999999999999997,0.18258280386750295,0.28582667148302077,0.2492748415669508,0.2817347400345034,0.33922364496078933,0.5310274988225734,0.1839906201610171,0.37150775399708214,0.429730022236609,0.3,0.4,0.4,0.7710551382386337,0.440902003467442,0.4804269252441768,0.4551656616888593,0.4719901354826951,0.48777677902057065,0.17610712882866741,0.40018226558898845,0.5216482325038524
0.0,0.6,1.0,0.8271735878623125,0.7189419348978192,0.8817271055754181,0.8061934295393365,0.3598349356189698,0.7083286676409539,0.7652618546726622,0.3850682819370321,0.5812160001060885,1.0,0.4,0.39999999999999997,0.8496720270487255,0.4678998410369915,0.2492748415669508,0.7986278697733327,0.368789157515291,0.5310274988225734,0.6758252690012898,0.26984342420521,0.429730022236609,0.3,0.4,0.4,0.7710551382386337,0.3948868526459081,0.3634054263032125,0.4961457042594709,0.5624476942038273,0.48777677902057065,0.7701505877034829,0.341693864577301,0.5216482325038524
1.0,0.4,1.0,0.48274232696659103,0.3500371969311823,0.8817271055754181,0.34504138790405775,0.20012997885942724,0.7083286676409539,0.3875176636666736,0.20089632358873832,0.5812160001060885,0.0,0.4,0.39999999999999997,0.18258280386750295,0.4678998410369915,0.2492748415669508,0.22041922134900072,0.38328867842620773,0.5310274988225734,0.22795458406853605,0.27581275769494495,0.429730022236609,0.7,0.4,0.4,0.0,0.5022428988384211,0.3634054263032125,0.4961457042594709,0.3804844579565655,0.48777677902057065,0.40680694731679573,0.2757382359435238,0.5216482325038524
0.0,0.4,1.0,0.06713918650670478,0.3500371969311823,0.8817271055754181,0.15790625553167653,0.3003711458384393,0.7083286676409539,0.14365840784898193,0.3477340939493142,0.5812160001060885,0.0,0.4,0.39999999999999997,0.027405514345449734,0.28582667148302077,0.2492748415669508,0.11235428696977041,0.38328867842620773,0.5310274988225734,0.08424101759878411,0.05926270037657371,0.429730022236609,0.7,0.4,0.4,0.09469105845465847,0.440902003467442,0.3634054263032125,0.2586058438256612,0.5774769798545802,0.48777677902057065,0.5075872143243361,0.3243335908045632,0.5216482325038524
