st,dc,hh_size_mean,hh_size_median,hce1_mean,hce1_median,hce2_mean,hce2_median,hce3_mean,hce3_median,hce4_mean,hce4_median,hce5_mean,hce5_median,hce_tot_mean,hce_tot_median,mult_total,relg_2_pct,relg_4_pct,relg_1_pct,relg_3_pct,relg_9_pct,relg_6_pct,relg_5_pct,relg_7_pct,sg_9_pct,sg_3_pct,sg_1_pct,sg_2_pct
2,3,3.065680794984687,3.0,5311.742685588255,4900.0,546.343478013884,450.0,614.0071474387081,400.0,6306.494079144392,6850.0,0.0,0.0,6997.562496725343,6108.5,7252668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,4,3.9394755523194074,4.0,8217.288214340382,6215.0,1306.9230272493282,870.0,621.4063387295655,500.0,13143.522447886944,8500.0,4405.14720971561,0.0,11608.029117222508,9086.0,105906427,0.027777777777777776,0.0,0.9583333333333334,0.0,0.0,0.013888888888888888,0.0,0.0,0.5208333333333334,0.034722222222222224,0.041666666666666664,0.4027777777777778
2,5,3.6360489617816567,3.0,6264.297729789138,5205.0,988.662210864471,455.0,395.66675025431704,280.0,10698.316753788777,7500.0,3138.9487957083334,0.0,8801.802905894803,7494.5,178315815,0.012096774193548387,0.0,0.9879032258064516,0.0,0.0,0.0,0.0,0.0,0.625,0.036290322580645164,0.008064516129032258,0.33064516129032256
2,6,3.31468078561455,3.0,9576.157944625184,6860.0,1942.551775382093,1210.0,757.5573963110232,775.0,6544.918074001621,4410.0,6532.779607778652,1825.0,13366.164514680067,10178.5,105815250,0.022058823529411766,0.0,0.9779411764705882,0.0,0.0,0.0,0.0,0.0,0.6102941176470589,0.19117647058823528,0.014705882352941176,0.18382352941176472
2,7,3.7266302706836165,3.0,8173.507361775081,6580.0,1931.320938734166,1800.0,912.3315181807391,870.0,5783.270726679083,3860.0,4521.341174962945,2020.0,11875.911071905088,10273.5,106960888,0.0,0.09868421052631579,0.8947368421052632,0.0,0.006578947368421052,0.0,0.0,0.0,0.375,0.4276315789473684,0.0,0.19736842105263158
2,8,4.003932208711054,3.0,9688.427889431296,6240.0,2142.242942156322,2440.0,704.1450248022492,760.0,7826.169901561227,4250.0,8705.702271400081,1680.0,13912.554360711809,9696.5,66863694,0.0,0.011363636363636364,0.9886363636363636,0.0,0.0,0.0,0.0,0.0,0.6704545454545454,0.022727272727272728,0.022727272727272728,0.2840909090909091
2,9,3.5103683660371425,3.0,7774.5811073451005,7350.0,741.6675664775263,0.0,586.9374418893302,450.0,9523.544192189378,8000.0,5973.013310772979,1625.0,10394.578120748729,9783.5,159257543,0.02586206896551724,0.0,0.9741379310344828,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.07327586206896551,0.008620689655172414,0.2629310344827586
2,10,4.067919669994222,4.0,8022.966127724032,7000.0,1188.6925856228606,1175.0,671.3336554177001,525.0,9827.75575455445,8500.0,9712.094817856001,1800.0,11511.334988889865,10629.0,110993693,0.085,0.005,0.89,0.0,0.0,0.02,0.0,0.0,0.525,0.18,0.015,0.28
2,11,3.2832725281714965,3.0,9838.40193727313,6600.0,986.7281893323727,675.0,756.8319872645571,450.0,11649.823497507405,8650.0,12406.20585037838,1500.0,13586.68194755422,9927.0,173448542,0.03225806451612903,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.7580645161290323,0.028225806451612902,0.016129032258064516,0.1975806451612903
2,12,2.1815887891664403,1.5,4166.7423101152135,4300.0,709.8065305632906,325.0,542.5885481245904,550.0,6697.926124796126,7000.0,4985.572939380371,1750.0,6392.810202015348,6562.5,23161953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.75,0.0625
3,1,4.5434065902774785,4.0,16782.549165457378,13725.0,1092.6291047926386,0.0,1268.868251330435,1200.0,16285.433752310444,12000.0,8848.317207045164,5000.0,21238.55906131882,16583.5,271817872,0.019736842105263157,0.5855263157894737,0.26973684210526316,0.125,0.0,0.0,0.0,0.0,0.3355263157894737,0.2894736842105263,0.0,0.375
3,2,3.5454554100683575,3.0,19744.604358295324,15000.0,837.2449313463281,0.0,306.1707630152385,325.0,12919.51666067456,9000.0,14443.119116798192,5000.0,23168.214975283376,17150.0,140788027,0.011363636363636364,0.36363636363636365,0.625,0.0,0.0,0.0,0.0,0.0,0.375,0.22727272727272727,0.0,0.3977272727272727
3,3,3.7183512672321872,3.0,17055.30067361825,15000.0,586.4745710134473,0.0,410.8826860662864,350.0,10717.902007077257,9000.0,8740.690486694095,5000.0,19674.238031614954,17150.0,507203894,0.008928571428571428,0.25892857142857145,0.7113095238095238,0.020833333333333332,0.0,0.0,0.0,0.0,0.3958333333333333,0.14583333333333334,0.002976190476190476,0.45535714285714285
3,4,3.9245010075964086,4.0,12250.572574861859,9750.0,659.8727737374207,0.0,506.7777389894515,450.0,12980.820747329166,12000.0,5850.5455887866365,2000.0,14986.51852203883,11991.5,245411752,0.027777777777777776,0.4583333333333333,0.5,0.006944444444444444,0.006944444444444444,0.0,0.0,0.0,0.3125,0.2222222222222222,0.006944444444444444,0.4583333333333333
3,5,3.6250106807014433,4.0,11790.923412551125,8500.0,469.4961885990791,0.0,620.4915821455515,650.0,12943.407270262922,12000.0,5797.240525914192,2000.0,14442.635659536189,11358.5,93041642,0.017857142857142856,0.8035714285714286,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.3392857142857143,0.125,0.0,0.5357142857142857
3,6,4.314864305352367,4.0,14758.429396073145,10000.0,1234.1779911041797,0.0,813.7092661236101,600.0,15523.012046573767,11000.0,7310.2236385238475,0.0,18709.131384408676,13041.5,87738059,0.05357142857142857,0.5357142857142857,0.4107142857142857,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.2857142857142857,0.0,0.39285714285714285
3,7,3.8019610197013116,4.0,12711.62479049573,12000.0,356.876742855059,0.0,641.4612581547434,600.0,12040.416499709181,10000.0,8576.651880833568,3500.0,15428.046538654316,14337.5,769227764,0.029166666666666667,0.44166666666666665,0.5291666666666667,0.0,0.0,0.0,0.0,0.0,0.41041666666666665,0.25833333333333336,0.0,0.33125
3,8,4.252559309486285,4.0,15397.99937102237,12500.0,894.361736735833,0.0,882.9946560720527,650.0,21925.544116442285,18000.0,11730.80788360345,7500.0,19980.051811420682,16375.0,155337798,0.0,0.7596153846153846,0.23076923076923078,0.009615384615384616,0.0,0.0,0.0,0.0,0.4423076923076923,0.09615384615384616,0.0,0.46153846153846156
3,9,4.07690106864636,4.0,15856.880316457535,12500.0,1051.2073071173493,0.0,1193.0196819790233,925.0,21096.741054805596,15750.0,22255.314162684408,8000.0,21713.745811279972,18058.5,162973652,0.0,0.65625,0.3333333333333333,0.0,0.0,0.0,0.010416666666666666,0.0,0.4791666666666667,0.11458333333333333,0.0,0.40625
3,10,4.424188685817965,4.0,11582.29573102396,10250.0,1097.9698625502535,0.0,528.8809981528784,0.0,11722.069780097409,9500.0,6300.892984875589,2500.0,14711.0364508683,12833.5,99629067,0.0,0.5,0.425,0.0125,0.0625,0.0,0.0,0.0,0.3125,0.15,0.0125,0.525
3,11,4.3223081199099544,4.0,16196.062721802378,15000.0,62.9803751047728,0.0,1038.8803195649004,800.0,18525.61012752865,14250.0,16280.017376184096,10000.0,20198.433622008317,18750.0,41303660,0.03125,0.6875,0.25,0.03125,0.0,0.0,0.0,0.0,0.25,0.15625,0.0,0.59375
3,12,4.7123010899427085,4.0,12852.36287812324,12500.0,1459.9055440048144,0.0,326.28374037328143,0.0,17008.715137318773,15000.0,9819.887885789889,3500.0,16874.272748716903,16416.5,196510237,0.0,0.47619047619047616,0.47023809523809523,0.0,0.017857142857142856,0.0,0.03571428571428571,0.0,0.5714285714285714,0.13095238095238096,0.017857142857142856,0.27976190476190477
3,13,5.131773506846262,5.0,11970.273288187012,9500.0,2004.004908817348,0.0,285.3243583747969,0.0,15819.672053936922,12500.0,6982.516962462506,3500.0,16159.7494535085,13583.5,134080768,0.010416666666666666,0.8125,0.16666666666666666,0.0,0.010416666666666666,0.0,0.0,0.0,0.4895833333333333,0.020833333333333332,0.010416666666666666,0.4791666666666667
3,14,4.160413962055092,4.0,14782.096343103874,10000.0,1280.9841960021404,0.0,567.8453259389037,300.0,17644.199825739608,10000.0,4424.664336189116,0.0,18470.004578118627,13712.5,301851724,0.05,0.57,0.38,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.0,0.39
3,15,4.010105369646277,4.0,14039.581615866155,12000.0,326.5255333579342,0.0,1323.2425734181422,1040.0,11919.869258319699,10000.0,10644.844582213154,2500.0,17569.725501043296,15154.0,340990990,0.012096774193548387,0.5080645161290323,0.4637096774193548,0.016129032258064516,0.0,0.0,0.0,0.0,0.45161290322580644,0.25806451612903225,0.0,0.2903225806451613
3,16,4.071173495941444,4.0,12730.44580647492,12000.0,810.2184454057181,0.0,1270.1218539987167,1300.0,13337.326141669997,10000.0,5534.142146588823,2950.0,16383.380813841368,14429.5,243768734,0.008333333333333333,0.9166666666666666,0.06666666666666667,0.008333333333333333,0.0,0.0,0.0,0.0,0.25,0.10833333333333334,0.0,0.6416666666666667
3,17,4.988928859976854,4.0,12465.069879684888,9500.0,1927.6624382938228,0.0,1217.6801083945556,500.0,19808.25570607513,20000.0,5283.083509654214,1200.0,17701.37045014438,13316.5,85629393,0.041666666666666664,0.4166666666666667,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,0.4166666666666667,0.0,0.4375
3,18,3.7023261259246865,4.0,14391.771915423597,12000.0,206.45610566449014,0.0,588.1952909202016,375.0,18355.842935041648,15000.0,11070.827841298618,0.0,17638.651340800447,15187.5,355655982,0.02,0.25,0.715,0.015,0.0,0.0,0.0,0.0,0.38,0.27,0.005,0.345
3,19,4.347169732425478,4.0,14998.149430686146,12000.0,1225.4875369849094,0.0,1049.8024274473003,1200.0,15171.568923099976,10000.0,11206.552422966519,3500.0,19471.64756651775,16146.0,272106587,0.07738095238095238,0.6964285714285714,0.2261904761904762,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.23809523809523808,0.0,0.38095238095238093
3,20,4.851341748082895,4.0,13817.128654396485,13000.0,992.8661926275378,0.0,1116.2241620296084,1200.0,11064.262145338484,9500.0,4291.9918571595235,3450.0,17205.841797524034,16341.5,111556895,0.013888888888888888,0.9444444444444444,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.125,0.0,0.6527777777777778
3,21,3.6483080769507383,3.5,16008.764040306292,12000.0,468.56590477406957,0.0,1518.7730079277635,1500.0,13523.66196749988,10000.0,9333.875387087335,3750.0,19900.898328076884,14812.5,151475506,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.0,0.25,0.425,0.0,0.325
3,22,4.745351746914555,4.0,12531.729995566895,10500.0,1486.577082314708,200.0,1729.56503196795,1650.0,15529.80622521973,12000.0,14692.011132077254,12000.0,18266.343121919614,16062.5,269648506,0.0,0.44642857142857145,0.5535714285714286,0.0,0.0,0.0,0.0,0.0,0.2261904761904762,0.17857142857142858,0.0,0.5952380952380952
4,1,3.2865508633706826,3.0,17720.476825232003,14550.0,34.36730231001782,0.0,993.7741226158744,600.0,11566.074517188194,9250.0,9122.481169172575,6000.0,20472.69098652689,16433.5,259117265,0.05235602094240838,0.13089005235602094,0.8010471204188482,0.010471204188481676,0.002617801047120419,0.0,0.002617801047120419,0.0,0.6256544502617801,0.2198952879581152,0.013089005235602094,0.14136125654450263
5,1,4.056900815666843,4.0,10482.253704529126,8500.0,1384.3962451363745,1225.0,282.0734025027926,150.0,6849.531979492844,5200.0,10051.283089124885,8750.0,13557.115304888448,11934.0,49646863,0.025,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.475,0.2,0.0,0.325
5,2,3.9805935507567125,4.0,10112.18080813313,10000.0,1442.1890462691767,1500.0,436.9139115960182,135.0,10657.61737283746,8000.0,7061.530725257338,6750.0,13467.855160807285,13646.0,42473200,0.0625,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.6458333333333334,0.020833333333333332,0.08333333333333333,0.25
5,3,3.7970096588584212,3.0,9995.797098234123,8500.0,1846.0318973595693,1950.0,412.7555205647355,165.0,10255.437379473353,7500.0,9966.226550058316,6850.0,13939.798484021574,12608.5,36827437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.15625,0.0,0.03125
5,4,3.6037728741148602,3.0,10163.57629773389,9650.0,1078.7566325914502,275.0,318.4931888390426,105.0,10045.997083492155,7500.0,7166.648571222744,6000.0,12995.229206346883,11447.5,146475176,0.020833333333333332,0.0,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.7152777777777778,0.125,0.020833333333333332,0.1388888888888889
5,5,4.153537222836906,4.0,10776.361461762663,9750.0,264.8332462584536,0.0,124.4240116089555,0.0,9333.91504331708,8000.0,11390.810404696062,7500.0,12892.683770178555,11417.0,285214290,0.125,0.0234375,0.84765625,0.0,0.0,0.0,0.00390625,0.0,0.6015625,0.2578125,0.01171875,0.12890625
5,6,2.9298276680936,3.0,8645.236136150563,8000.0,903.6206280679945,400.0,388.75390312100956,210.0,8225.346200571705,6000.0,6024.924568473522,4000.0,11125.075113391202,10404.0,157741074,0.07142857142857142,0.0,0.9017857142857143,0.017857142857142856,0.008928571428571428,0.0,0.0,0.0,0.6964285714285714,0.17857142857142858,0.0,0.125
5,7,3.5570709945338987,3.0,5700.090523229659,5000.0,1246.1013376359329,500.0,382.89394010462496,150.0,21404.117958739454,20000.0,23009.871465788117,15000.0,11030.274308274726,10358.0,97558384,0.008928571428571428,0.0,0.9910714285714286,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.017857142857142856,0.05357142857142857,0.21428571428571427
5,8,2.582243022150283,2.5,4398.519084168639,4750.0,926.0316241257244,1150.0,187.42003368727012,100.0,7978.511483622698,4000.0,5254.107872031488,0.0,6614.655763940633,6908.5,84241317,0.03125,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.65625,0.046875,0.0,0.296875
5,9,3.6422841726025568,4.0,5034.71736704621,3500.0,1234.4875764790156,1800.0,132.70066313376412,50.0,12078.510126114987,14000.0,9055.390885557123,8000.0,8163.106637103891,7342.0,80052024,0.041666666666666664,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.05555555555555555,0.0,0.16666666666666666
5,10,4.614961600915838,4.5,6601.688235004856,5000.0,2097.958010074996,3000.0,670.9676009856643,500.0,5799.670460173669,7750.0,8168.627835470994,9000.0,10534.70138749469,9541.5,37865226,0.1875,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0625
5,11,3.599037525130891,3.0,8667.242115435254,8000.0,578.8879760639534,0.0,1025.0372566312153,650.0,14978.692971348828,9500.0,17857.329483399186,9750.0,13007.5159813134,10771.0,192290735,0.08333333333333333,0.011904761904761904,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.6964285714285714,0.08928571428571429,0.0,0.21428571428571427
5,12,4.575346761928475,4.0,6799.716414030391,6500.0,1002.3307891942501,0.0,581.175569317702,500.0,15948.664303156762,10000.0,20917.746486751534,11500.0,11455.424704374522,11125.0,289617290,0.15086206896551724,0.08189655172413793,0.7672413793103449,0.0,0.0,0.0,0.0,0.0,0.375,0.40086206896551724,0.13793103448275862,0.08620689655172414
5,13,4.451890401764571,4.0,10708.646064040406,10000.0,621.4624832939164,0.0,83.6649774158962,0.0,11153.364696125758,10000.0,17109.922148272948,12750.0,13769.062722362825,12875.0,319571459,0.28365384615384615,0.0,0.7163461538461539,0.0,0.0,0.0,0.0,0.0,0.40865384615384615,0.3894230769230769,0.002403846153846154,0.19951923076923078
6,1,3.6444649570291094,4.0,11621.067671451545,11000.0,402.1904677572887,0.0,873.8325848184794,650.0,8488.562536298152,7750.0,5794.020075333697,5000.0,14087.358636630432,13250.0,87409755,0.08333333333333333,0.0625,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.3958333333333333,0.4166666666666667,0.0,0.1875
6,2,4.215638641011834,4.0,9919.342668965865,8900.0,454.18654276741137,0.0,4.730690538159939,0.0,12858.812888908202,7750.0,8978.627359832843,3600.0,12198.043619581518,10450.0,249681350,0.015625,0.2421875,0.7421875,0.0,0.0,0.0,0.0,0.0,0.3671875,0.3671875,0.0,0.265625
6,3,3.869703753815189,4.0,9789.006652199947,8200.0,181.5332144991988,0.0,1.3064224025331839,0.0,15018.980837523708,8500.0,10122.901227212558,5650.0,12067.04268773169,10313.5,234061816,0.1171875,0.109375,0.7734375,0.0,0.0,0.0,0.0,0.0,0.3203125,0.3671875,0.0,0.3125
6,4,3.678272868593735,4.0,9804.248861254446,8500.0,796.7962810591246,0.0,2.711750629891598,0.0,12272.394045885872,8000.0,10445.929111716596,7000.0,12497.000613326541,10970.5,267007848,0.008928571428571428,0.09821428571428571,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.4107142857142857,0.3482142857142857,0.0,0.24107142857142858
6,5,4.545565527551666,4.0,10031.177817569253,10000.0,1423.2877386878467,0.0,20.960916341312615,0.0,6257.1636520058755,5800.0,7364.65565485256,5000.0,12610.615912235744,12125.0,197655958,0.008928571428571428,0.03571428571428571,0.9553571428571429,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.22321428571428573,0.0,0.38392857142857145
6,6,4.4506000713107206,4.0,12162.765571582013,9755.0,671.8095917978475,0.0,658.0220097089698,600.0,9307.071234677107,7765.0,10073.480857929731,4700.0,15107.73565185636,12747.5,360949934,0.023809523809523808,0.09523809523809523,0.8809523809523809,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.27380952380952384,0.0,0.36904761904761907
6,7,4.6532438985237725,4.0,13732.266818433729,10950.0,1351.3469246482337,0.0,779.3092746741205,735.0,9558.542158962642,7925.0,9966.426225614354,5100.0,17490.17470194789,13977.0,185378826,0.10714285714285714,0.03571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.33035714285714285,0.33035714285714285,0.0,0.3392857142857143
6,8,4.7946296995913125,4.0,15121.907726751886,10320.0,1130.7393444654797,0.0,820.6366964838783,730.0,9187.170197254472,7300.0,6946.459724942639,3880.0,18417.78030151416,13422.5,303091834,0.051470588235294115,0.0,0.9485294117647058,0.0,0.0,0.0,0.0,0.0,0.4852941176470588,0.3014705882352941,0.0,0.21323529411764705
6,9,4.264570877099349,4.0,12414.39740050126,9690.0,1850.3255005466463,0.0,502.28431111688707,500.0,9383.782521006351,7265.0,7678.405628907722,4285.0,16188.925435795685,13397.0,333857596,0.03409090909090909,0.005681818181818182,0.9602272727272727,0.0,0.0,0.0,0.0,0.0,0.5397727272727273,0.2556818181818182,0.0,0.20454545454545456
6,10,4.770068651496551,4.5,8984.768136309736,7000.0,1044.5491318148115,0.0,558.9802873301334,600.0,10245.674411342648,9000.0,5704.660520205378,3500.0,11917.46742411646,10150.0,143467375,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.2840909090909091,0.18181818181818182,0.0,0.5340909090909091
6,11,4.4868951254252405,4.0,8742.071593956136,7000.0,1160.493450686567,0.0,339.23479863495584,500.0,10368.431181880474,9000.0,12802.383540324505,3500.0,12172.735345073535,10196.0,193911089,0.0,0.23214285714285715,0.7678571428571429,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.25,0.0,0.42857142857142855
6,12,4.26993218321743,4.0,9067.137828091028,8500.0,1212.810378798115,0.0,261.74741290129634,0.0,8091.0053224940775,7650.0,11326.043352841101,4000.0,12159.784441361138,11071.0,286975425,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.2619047619047619,0.0,0.38095238095238093
